Team,History,Cycle,DirAdv,CorpAdv,Support,FailedVisits,Training,ManagBudget,WebDev,BacklogOrders,RandD,Price,AssemblyTime,MarketShares_p,MarketShares_c,MeanPrice,NumOrders,NumSales_p
Radw,2,5,7.0,16.0,9.0,0.09999999999999432,0.0,133333.3333333333,21.0,0,2.58,410.0,125.0,0.0,3.1,378.75,342,185
Rosyjski2,2,5,20.0,16.0,20.0,0.09999999999999432,60.0,190000.0,25.0,0,2.94,360.0,113.0,0.0,8.1,350.0,1023,185
X01,2,5,5.0,16.0,9.0,0.09999999999999432,1.0,140000.0,20.0,0,2.68,385.0,160.0,0.0,3.5,375.5,445,185
X02,2,5,10.0,16.0,9.0,0.20000000000000284,3.0,133333.3333333333,30.0,0,2.56,375.0,120.0,0.0,3.8,366.25,554,185
X06,2,5,30.0,16.0,12.0,0.09999999999999432,10.0,173333.3333333333,30.0,0,2.79,349.0,110.0,0.0,10.7,366.42857142857144,1009,185
X07,2,5,10.0,16.0,9.0,0.20000000000000284,3.0,133333.3333333333,30.0,0,2.56,375.0,120.0,0.0,3.8,366.25,554,185
X08,2,5,7.0,16.0,9.0,0.20000000000000284,3.0,133333.3333333333,20.0,0,2.58,390.0,125.0,0.0,3.6,366.25,413,185
X09,2,5,7.0,16.0,9.0,0.20000000000000284,3.0,133333.3333333333,20.0,0,2.58,390.0,125.0,0.0,3.6,366.25,413,185
X10,2,5,31.0,16.0,19.0,0.09999999999999432,30.0,206666.66666666666,25.0,0,2.8,385.0,113.0,0.0,0.0,365.0,793,185
X11,2,5,32.0,16.0,25.0,0.09999999999999432,30.0,200000.0,16.0,0,2.8,344.0,116.0,0.0,0.0,361.375,1000,185
X12,2,5,32.0,16.0,25.0,0.09999999999999432,30.0,200000.0,16.0,0,2.8,344.0,116.0,0.0,9.7,380.75,1084,185
X13,2,5,40.0,16.0,22.0,0.09999999999999432,25.0,200000.0,20.0,0,2.8,355.0,116.0,0.0,9.4,380.75,1026,185
X14,2,5,9.0,16.0,9.0,0.09999999999999432,0.0,133333.3333333333,17.0,0,1.6,370.0,115.0,0.0,4.1,369.125,444,185
X15,2,5,8.0,16.0,10.0,0.09999999999999432,4.0,140000.0,25.0,0,2.58,389.0,120.0,0.0,0.0,359.125,506,185
X16,2,5,30.0,16.0,25.0,0.09999999999999432,30.0,200000.0,16.0,0,2.81,400.0,120.0,0.0,0.0,381.125,645,185
X17,2,5,30.0,16.0,20.0,0.09999999999999432,30.0,213333.3333333333,25.0,0,2.8,385.0,113.0,0.0,0.0,350.75,755,185
X18,2,5,30.0,16.0,20.0,0.09999999999999432,20.0,186666.66666666666,20.0,0,2.78,325.0,110.0,0.0,10.2,352.875,1089,185
X19,2,5,17.0,16.0,9.0,0.29999999999999716,10.0,173333.3333333333,45.0,0,2.83,379.0,120.0,0.0,0.0,376.125,753,185
X20,2,5,20.0,16.0,18.0,0.09999999999999432,60.0,160000.0,20.0,0,2.8,328.0,115.0,0.0,9.6,368.25,1014,185
X31,2,5,10.0,16.0,9.0,0.20000000000000284,3.0,133333.3333333333,30.0,0,2.56,375.0,120.0,0.0,3.8,366.25,554,185
X32,2,5,5.0,16.0,9.0,0.09999999999999432,1.0,140000.0,20.0,0,2.68,385.0,160.0,0.0,3.5,375.5,445,185
BMC,2,6,65.0,39.6,15.0,0.09999999999999432,3.0,166666.66666666666,30.0,195,2.53,320.0,110.0,7.1,12.8,354.4232081911263,1138,619
Crazy,2,6,9.0,24.6,10.0,0.09999999999999432,0.0,135000.0,22.0,73,1.65,350.0,115.0,0.0,0.0,339.2857142857143,527,315
MBC,2,6,25.0,74.6,11.0,0.20000000000000284,4.0,220000.0,20.0,0,2.8,375.0,114.0,6.1,6.0,322.6926406926407,742,673
Mioduszewski,2,6,20.0,34.6,15.0,0.0,3.0,145000.0,30.0,189,2.65,420.0,130.0,4.4,5.9,393.63372093023247,519,350
Mioduszewski,2,6,10.0,19.6,15.0,0.0,7.0,145000.0,20.0,156,2.84,380.0,125.0,4.0,5.5,378.77464788732397,597,350
Najda,2,6,25.0,53.6,20.0,0.09999999999999432,80.0,258333.3333333333,15.0,78,2.81,303.0,120.0,10.9,14.8,334.409972299169,1493,1030
Perspec,2,6,8.0,24.6,13.0,1.0999999999999943,10.0,152666.66666666666,22.0,175,2.26,350.0,120.0,3.4,6.0,359.8790322580645,666,282
Radw,2,6,9.0,27.6,9.0,0.09999999999999432,0.0,133333.3333333333,0.0,57,2.6,385.0,133.0,3.1,2.4,368.7056962025316,226,285
Rosyjski2,2,6,28.0,79.6,20.0,0.09999999999999432,90.0,295000.0,25.0,158,3.0,350.0,130.0,8.1,10.0,315.2638036809816,1172,865
X01,2,6,8.0,29.6,9.0,0.5,2.0,151333.3333333333,20.0,145,2.65,385.0,150.0,3.5,5.1,378.77464788732397,557,300
X02,2,6,16.0,44.6,13.0,2.5,8.0,136666.66666666666,35.0,184,2.58,415.0,120.0,3.8,3.1,357.5227882037534,485,370
X06,2,6,50.0,79.6,20.0,0.09999999999999432,37.0,266666.6666666666,30.0,0,2.81,309.0,117.0,10.7,17.3,349.95580110497235,1753,1009
X07,2,6,16.0,44.6,13.0,2.5,8.0,136666.66666666666,35.0,184,2.58,415.0,120.0,3.8,3.1,357.5227882037534,485,370
X08,2,6,12.0,24.6,9.0,0.09999999999999432,6.0,133333.3333333333,25.0,63,2.58,390.0,125.0,3.6,4.6,357.5227882037534,474,350
X09,2,6,12.0,24.6,9.0,0.09999999999999432,6.0,133333.3333333333,25.0,63,2.58,390.0,125.0,3.6,4.6,357.5227882037534,474,350
X10,2,6,50.0,79.6,20.0,0.09999999999999432,50.0,316666.6666666666,25.0,0,2.8,308.0,113.0,0.0,0.0,343.5,1833,793
X11,2,6,47.0,89.6,25.0,0.20000000000000284,40.0,313333.3333333333,20.0,0,2.8,320.0,116.0,0.0,0.0,372.625,1426,1000
X12,2,6,44.0,89.6,25.0,0.20000000000000284,40.0,320000.0,20.0,28,2.81,314.0,120.0,9.7,11.2,323.5764192139738,1454,1056
X13,2,6,70.0,79.6,25.0,0.20000000000000284,37.0,346666.6666666666,20.0,0,2.81,300.0,118.0,9.4,0.0,323.5764192139738,1780,1026
X14,2,6,50.0,21.6,20.0,0.09999999999999432,20.0,166666.66666666666,25.0,87,2.6,370.0,115.0,4.1,10.1,367.6292134831461,1028,357
X15,2,6,13.0,26.6,12.0,0.09999999999999432,9.0,156666.66666666666,25.0,6,2.58,389.0,120.0,0.0,7.3,365.125,676,500
X16,2,6,45.0,84.6,25.0,0.09999999999999432,50.0,313333.3333333333,20.0,0,2.81,330.0,120.0,0.0,0.0,360.375,1405,645
X17,2,6,50.0,99.6,20.0,0.09999999999999432,50.0,333333.3333333333,20.0,0,2.82,309.0,120.0,0.0,12.4,330.125,1568,755
X18,2,6,28.0,49.6,20.0,0.09999999999999432,33.0,266666.6666666666,20.0,18,2.78,267.0,110.0,10.2,13.6,309.5132158590308,1745,1071
X19,2,6,17.0,64.6,9.0,0.20000000000000284,23.0,233333.3333333333,45.0,75,2.85,379.0,125.0,0.0,0.0,383.625,882,678
X20,2,6,35.0,33.6,18.0,0.09999999999999432,70.0,213333.3333333333,20.0,41,2.8,316.0,115.0,9.6,11.9,319.3275,1293,973
X31,2,6,16.0,44.6,13.0,2.5,8.0,136666.66666666666,35.0,184,2.58,415.0,120.0,3.8,3.1,357.5227882037534,485,370
X32,2,6,8.0,29.6,9.0,0.5,2.0,151333.3333333333,20.0,145,2.65,385.0,150.0,3.5,5.1,378.77464788732397,557,300
BMC,2,7,30.0,43.76,30.0,1.0999999999999943,3.0,166666.66666666666,30.0,0,2.53,320.0,109.0,12.8,13.7,361.5135135135135,1420,1138
Crazy,2,7,9.0,36.76,10.0,0.09999999999999432,0.0,133666.66666666666,25.0,249,1.7,350.0,115.0,0.0,0.0,316.7142857142857,548,278
MBC,2,7,30.0,79.75999999999999,12.0,0.7999999999999972,3.0,253333.3333333333,20.0,0,2.8,325.0,114.0,6.0,6.5,312.0572831423895,1277,742
Mioduszewski,2,7,10.0,45.76,15.0,0.0,9.0,150000.0,25.0,38,2.66,450.0,135.0,5.9,2.2,404.3526785714286,443,481
Mioduszewski,2,7,10.0,22.759999999999998,15.0,0.0,8.0,150000.0,20.0,76,2.83,380.0,120.0,5.5,0.0,380.57772020725395,756,521
Najda,2,7,35.0,82.16,20.0,0.09999999999999432,57.0,290000.0,25.0,0,3.76,328.0,120.0,14.8,0.0,317.0940695296523,1847,1493
Radw,2,7,11.0,31.56,9.0,0.09999999999999432,0.0,133333.3333333333,38.0,0,2.5,380.0,100.0,2.4,3.8,373.9689737470167,417,226
Rosyjski2,2,7,20.0,135.76,20.0,0.09999999999999432,73.0,325000.0,20.0,0,3.87,264.0,108.0,10.0,12.2,280.12055641421944,2378,1172
X01,2,7,8.0,39.76,9.0,0.09999999999999432,2.0,155333.3333333333,20.0,76,2.67,400.0,150.0,5.1,5.3,380.57772020725395,643,481
X02,2,7,18.0,76.75999999999999,18.0,8.700000000000003,12.0,141666.66666666666,40.0,159,2.59,415.0,125.0,3.1,4.2,346.63291139240505,534,326
X06,2,7,65.0,137.76,20.0,0.09999999999999432,50.0,316666.6666666666,30.0,0,3.76,319.0,115.0,17.3,19.0,346.40625,2607,1753
X07,2,7,18.0,76.75999999999999,18.0,8.700000000000003,12.0,141666.66666666666,40.0,159,2.59,415.0,125.0,3.1,4.2,346.63291139240505,534,326
X08,2,7,16.0,34.76,9.0,0.09999999999999432,8.0,134666.66666666666,30.0,0,2.56,360.0,120.0,4.6,6.8,346.63291139240505,808,474
X09,2,7,16.0,34.76,9.0,0.09999999999999432,8.0,134666.66666666666,30.0,0,2.56,360.0,120.0,4.6,6.8,346.63291139240505,808,474
X10,2,7,65.0,137.76,20.0,0.09999999999999432,45.0,316666.6666666666,20.0,36,3.75,315.0,113.0,0.0,0.0,373.75,2635,1797
X11,2,7,65.0,133.76,25.0,0.09999999999999432,33.0,346666.6666666666,20.0,21,3.75,320.0,116.0,0.0,11.9,286.5,2000,1405
X12,2,7,58.0,133.76,25.0,0.09999999999999432,33.0,357333.3333333333,20.0,0,2.81,299.0,120.0,11.2,13.3,311.91975308641975,2220,1454
X13,2,7,65.0,137.76,25.0,0.09999999999999432,33.0,416666.6666666666,20.0,0,2.81,288.0,118.0,0.0,15.4,330.25,2551,1780
X14,2,7,50.0,107.96,20.0,0.09999999999999432,28.0,230000.0,20.0,8,2.6,295.0,115.0,10.1,19.2,347.33004926108373,2451,1020
X15,2,7,16.0,35.96,16.0,0.09999999999999432,12.0,170000.0,40.0,0,2.59,399.0,125.0,7.3,8.3,380.0059171597634,865,676
X16,2,7,55.0,128.76,25.0,0.20000000000000284,50.0,333333.3333333333,20.0,0,2.81,278.0,120.0,0.0,0.0,348.125,2592,1405
X17,2,7,50.0,124.75999999999999,20.0,0.09999999999999432,60.0,346666.6666666666,20.0,0,2.82,301.0,120.0,12.4,0.0,215.46325878594251,2540,1568
X18,2,7,27.0,69.75999999999999,20.0,0.09999999999999432,33.0,266666.6666666666,20.0,54,3.73,305.0,110.0,13.6,11.6,309.5896607431341,1775,1691
X19,2,7,15.0,90.75999999999999,9.0,0.29999999999999716,27.0,233333.3333333333,45.0,0,3.75,428.0,110.0,0.0,0.0,408.5,791,882
X20,2,7,38.0,44.16,18.0,0.09999999999999432,43.0,233333.3333333333,20.0,0,3.75,310.0,115.0,11.9,15.0,343.80633147113593,2053,1293
X31,2,7,18.0,76.75999999999999,18.0,8.700000000000003,12.0,141666.66666666666,40.0,159,2.59,415.0,125.0,3.1,4.2,346.63291139240505,534,326
X32,2,7,8.0,39.76,9.0,0.09999999999999432,2.0,155333.3333333333,20.0,76,2.67,400.0,150.0,5.1,5.3,380.57772020725395,643,481
Crazy,2,8,11.0,44.056000000000004,10.0,0.20000000000000284,0.0,131666.66666666666,25.0,167,1.75,350.0,115.0,0.0,0.0,307.2857142857143,534,381
MBC,2,8,55.0,92.85600000000001,15.0,0.09999999999999432,3.0,288333.3333333333,20.0,333,3.73,290.0,107.0,6.5,12.2,311.20802377414554,1707,944
Mioduszewski,2,8,12.0,23.656,15.0,0.0,8.0,150000.0,22.0,104,2.84,375.0,125.0,0.0,7.3,382.625,737,652
Radw,2,8,12.0,33.936,9.0,0.09999999999999432,0.0,133333.3333333333,21.0,0,3.49,359.0,111.0,3.8,5.9,373.0560344827586,587,417
Rosyjski2,2,8,35.0,151.456,20.0,0.09999999999999432,67.0,325000.0,20.0,511,4.8,285.0,115.0,12.2,13.5,265.275956284153,2045,1867
X01,2,8,10.0,45.856,9.0,0.5999999999999943,3.0,158333.3333333333,20.0,67,2.68,395.0,150.0,5.3,6.6,381.409090909091,665,576
X02,2,8,18.0,101.05600000000001,25.0,8.700000000000003,13.0,145000.0,40.0,32,2.62,405.0,135.0,4.2,4.2,354.15947467166984,577,502
X06,2,8,70.0,172.656,20.0,0.09999999999999432,50.0,316666.6666666666,30.0,329,4.37,309.0,120.0,19.0,22.1,333.2919020715631,2611,2278
X07,2,8,18.0,101.05600000000001,25.0,8.700000000000003,13.0,145000.0,40.0,32,2.62,405.0,135.0,4.2,4.2,354.15947467166984,577,502
X08,2,8,18.0,45.856,9.0,0.09999999999999432,9.0,136666.66666666666,25.0,0,2.56,340.0,120.0,6.8,7.8,354.15947467166984,1021,808
X09,2,8,18.0,45.856,9.0,0.09999999999999432,9.0,136666.66666666666,25.0,0,2.56,340.0,120.0,6.8,7.8,354.15947467166984,1021,808
X10,2,8,69.0,172.656,25.0,0.09999999999999432,42.0,316666.6666666666,25.0,158,4.66,320.0,115.0,0.0,0.0,365.625,2516,2477
X11,2,8,65.0,160.256,25.0,0.09999999999999432,33.0,366666.6666666666,15.0,0,4.65,310.0,116.0,11.9,0.0,302.6288515406162,1864,2000
X12,2,8,59.0,160.256,25.0,0.09999999999999432,33.0,368333.3333333333,15.0,172,4.71,316.0,120.0,13.3,12.2,312.64265129682997,1915,2048
X13,2,8,55.0,152.656,25.0,0.29999999999999716,33.0,416666.6666666666,20.0,185,4.71,285.0,118.0,15.4,0.0,312.64265129682997,2554,2366
X14,2,8,50.0,134.77599999999998,25.0,0.09999999999999432,25.0,270000.0,20.0,134,2.6,310.0,115.0,19.2,18.7,341.24791666666664,2249,2317
X15,2,8,14.0,44.576,16.0,0.20000000000000284,14.0,181666.66666666666,45.0,0,2.56,399.0,115.0,8.3,8.3,379.69146005509646,823,865
X16,2,8,55.0,147.256,25.0,0.09999999999999432,50.0,333333.3333333333,15.0,268,4.71,303.0,120.0,0.0,0.0,338.25,2271,2324
X17,2,8,54.0,139.856,20.0,0.09999999999999432,57.0,366666.6666666666,20.0,366,4.72,315.0,120.0,0.0,0.0,322.8333333333333,2402,2174
X18,2,8,32.0,66.85600000000001,20.0,0.09999999999999432,28.0,266666.6666666666,20.0,0,4.63,290.0,110.0,11.6,11.7,304.25622254758423,1851,1775
X19,2,8,14.0,101.456,9.0,0.20000000000000284,21.0,233333.3333333333,45.0,81,3.73,424.0,120.0,0.0,0.0,403.375,680,710
X20,2,8,36.0,41.496,18.0,0.09999999999999432,32.0,233333.3333333333,20.0,165,4.65,305.0,115.0,15.0,16.6,333.7313974591652,2017,1888
X31,2,8,18.0,101.05600000000001,25.0,8.700000000000003,13.0,145000.0,40.0,32,2.62,405.0,135.0,4.2,4.2,354.15947467166984,577,502
X32,2,8,10.0,45.856,9.0,0.5999999999999943,3.0,158333.3333333333,20.0,67,2.68,395.0,150.0,5.3,6.6,381.409090909091,665,576
Crazy,2,9,15.0,51.4336,10.0,0.09999999999999432,0.0,131666.66666666666,10.0,108,1.5,350.0,115.0,0.0,0.0,304.57142857142856,528,426
MBC,2,9,55.0,120.7136,15.0,0.5,2.0,333333.3333333333,20.0,0,3.66,275.0,100.0,12.2,13.4,303.07934336525307,2016,1707
Mioduszewski,2,9,12.0,29.1936,17.0,0.0,8.0,153333.3333333333,24.0,0,3.83,381.0,137.0,7.3,0.0,379.90436590436593,894,737
X01,2,9,12.0,57.5136,9.0,2.200000000000003,3.0,161666.66666666666,20.0,0,2.71,385.0,160.0,6.6,6.7,379.90436590436593,802,665
X02,2,9,20.0,115.6336,25.0,8.5,10.0,153333.3333333333,40.0,87,2.52,335.0,100.0,4.2,0.0,333.8442211055276,1045,490
X06,2,9,75.0,193.5936,25.0,0.0,50.0,323333.3333333333,30.0,0,4.26,299.0,116.0,22.1,22.0,320.17507886435334,3084,2611
X07,2,9,20.0,115.6336,25.0,8.5,10.0,153333.3333333333,40.0,87,2.52,335.0,100.0,4.2,0.0,333.8442211055276,1045,490
X08,2,9,15.0,53.5136,9.0,0.09999999999999432,8.0,136666.66666666666,25.0,105,2.59,330.0,130.0,7.8,8.1,333.8442211055276,1110,916
X09,2,9,15.0,53.5136,9.0,0.09999999999999432,8.0,136666.66666666666,25.0,105,2.59,330.0,130.0,7.8,8.1,333.8442211055276,1110,916
X10,2,9,69.0,193.5936,25.0,0.0,27.0,316666.6666666666,25.0,0,4.55,298.0,113.0,0.0,0.0,363.125,3323,2516
X11,2,9,71.0,149.15359999999998,25.0,0.09999999999999432,33.0,386666.6666666666,15.0,0,4.55,323.0,116.0,0.0,0.0,259.25,1807,1864
X12,2,9,59.0,149.15359999999998,25.0,0.0,33.0,387666.6666666666,15.0,0,4.61,324.0,120.0,12.2,0.0,309.0195822454308,1980,1915
X13,2,9,30.0,151.5936,25.0,0.09999999999999432,20.0,416666.6666666666,20.0,212,4.61,305.0,118.0,0.0,0.0,308.0,2240,2342
X14,2,9,40.0,150.8656,25.0,0.0,25.0,313333.3333333333,20.0,169,2.6,280.0,115.0,18.7,23.5,336.5314285714286,3031,2080
X15,2,9,16.0,51.745599999999996,16.0,0.7000000000000028,17.0,195000.0,50.0,0,3.52,415.0,115.0,8.3,4.4,383.04398148148147,920,823
X16,2,9,60.0,136.3536,25.0,0.09999999999999432,50.0,333333.3333333333,15.0,118,4.61,305.0,120.0,0.0,0.0,326.75,2352,2153
X17,2,9,42.0,148.9136,20.0,0.0,35.0,366666.6666666666,20.0,0,4.62,293.0,120.0,0.0,0.0,319.8333333333333,3009,2402
X18,2,9,29.0,55.1136,20.0,0.0,20.0,266666.6666666666,20.0,0,4.53,293.0,110.0,11.7,10.8,296.11432325886994,1896,1851
X19,2,9,8.0,104.87360000000001,9.0,0.0,8.0,233333.3333333333,45.0,0,3.67,428.0,117.0,0.0,0.0,398.875,709,680
X20,2,9,32.0,34.8976,18.0,0.0,24.0,233333.3333333333,20.0,0,4.55,302.0,115.0,16.6,16.5,318.656050955414,2196,2017
X31,2,9,20.0,115.6336,25.0,8.5,10.0,153333.3333333333,40.0,87,2.52,335.0,100.0,4.2,0.0,333.8442211055276,1045,490
X32,2,9,12.0,57.5136,9.0,2.200000000000003,3.0,161666.66666666666,20.0,0,2.71,385.0,160.0,6.6,6.7,379.90436590436593,802,665
Historia,3,0,12.0,0.0,21.0,0.0,30.0,66666.66666666666,18.0,0,2.78,341.0,110.0,0.0,0.0,341.0,791,0
Historia,3,1,23.0,50.0,20.0,0.09999999999999432,50.0,166666.66666666666,15.0,0,2.8,300.0,115.0,0.0,0.0,300.0,1310,791
Historia,3,2,27.0,70.0,21.0,0.09999999999999432,45.0,166666.66666666666,18.0,0,2.8,291.0,117.0,0.0,0.0,291.0,1314,1310
Historia,3,3,27.0,72.0,21.0,0.09999999999999432,42.0,166666.66666666666,18.0,0,2.8,291.0,117.0,0.0,0.0,291.0,1480,1314
Historia,3,4,21.0,73.19999999999999,21.0,0.09999999999999432,37.0,166666.66666666666,15.0,0,2.8,296.0,117.0,0.0,0.0,296.0,1452,1480
5cars,3,5,15.0,71.91999999999999,21.0,0.09999999999999432,33.0,173333.3333333333,17.0,0,2.81,290.0,120.0,0.0,10.5,302.57142857142856,1737,1452
AMS,3,5,24.0,71.91999999999999,21.0,0.09999999999999432,35.0,170000.0,18.0,0,2.8,295.0,115.0,0.0,10.6,291.5,1772,1452
ANA,3,5,21.0,71.91999999999999,21.0,0.09999999999999432,33.0,166666.66666666666,15.0,0,2.8,296.0,117.0,0.0,0.0,292.7142857142857,1684,1452
BandTInc,3,5,25.0,71.91999999999999,20.0,0.09999999999999432,38.0,193333.3333333333,22.0,0,4.7,291.0,117.0,0.0,0.0,302.1666666666667,1958,1452
Batmaja,3,5,26.0,71.91999999999999,21.0,0.09999999999999432,20.0,171333.3333333333,15.0,0,4.68,296.0,110.0,0.0,12.8,296.3333333333333,1803,1452
Bekarty,3,5,23.0,71.91999999999999,20.0,0.09999999999999432,38.0,166666.66666666666,15.0,0,2.81,310.0,118.0,0.0,11.5,296.1666666666667,1553,1452
CheckRaise,3,5,5.0,71.91999999999999,21.0,0.09999999999999432,33.0,193333.3333333333,15.0,0,4.71,321.0,120.0,0.0,10.8,303.0,1412,1452
DrugiRusekZ1,3,5,55.0,71.91999999999999,21.0,0.09999999999999432,23.0,204666.66666666666,18.0,0,2.8,281.0,117.0,0.0,14.1,299.0,2196,1452
DrugiRusekZ2,3,5,21.0,71.91999999999999,21.0,0.09999999999999432,33.0,166666.66666666666,15.0,0,2.84,299.0,128.0,0.0,10.4,308.0,1657,1452
DrugiRusekZ3,3,5,25.0,71.91999999999999,21.0,0.09999999999999432,33.0,166666.66666666666,18.0,0,2.8,298.0,117.0,0.0,0.0,308.875,1736,1452
DrugiRusekZ4,3,5,21.0,71.91999999999999,21.0,0.09999999999999432,33.0,166666.66666666666,16.0,0,2.81,292.0,118.0,0.0,11.5,289.7142857142857,1799,1452
DrugiRusekZ5,3,5,25.0,71.91999999999999,22.0,0.09999999999999432,43.0,166666.66666666666,17.0,0,4.71,300.0,115.0,0.0,10.5,301.5,1772,1452
DrugiRusekZ6,3,5,22.0,71.91999999999999,21.0,0.09999999999999432,13.0,166666.66666666666,15.0,0,2.8,296.0,117.0,0.0,11.7,298.14285714285717,1691,1452
FullJoin,3,5,20.0,71.91999999999999,22.0,0.09999999999999432,38.0,200000.0,15.0,0,4.73,296.0,125.0,0.0,12.5,294.3333333333333,1806,1452
HEATTEAM,3,5,30.0,71.91999999999999,5.0,13.0,33.0,173333.3333333333,15.0,0,4.73,325.0,125.0,0.0,0.0,296.3333333333333,1338,1452
Mezzafive,3,5,10.0,71.91999999999999,21.0,0.09999999999999432,21.0,186666.66666666666,21.0,0,4.73,306.0,126.0,0.0,0.0,305.3333333333333,1700,1452
MinisterstwoStrategii,3,5,21.0,71.91999999999999,21.0,0.09999999999999432,33.0,166666.66666666666,15.0,0,2.8,296.0,117.0,0.0,0.0,291.85714285714283,1658,1452
SGGW,3,5,19.0,71.91999999999999,21.0,0.09999999999999432,28.0,166666.66666666666,15.0,0,2.81,296.0,120.0,0.0,10.7,292.7142857142857,1645,1452
SystemyGB,3,5,27.0,71.91999999999999,21.0,0.09999999999999432,33.0,176666.66666666666,15.0,0,4.7,309.0,117.0,0.0,12.4,301.6666666666667,1630,1452
Triada,3,5,42.0,71.91999999999999,21.0,0.09999999999999432,33.0,166666.66666666666,15.0,0,4.81,296.0,150.0,0.0,0.0,296.1666666666667,1975,1452
UniversalSolutions,3,5,25.0,71.91999999999999,21.0,0.0,33.0,166666.66666666666,16.0,0,2.81,296.0,120.0,0.0,0.0,303.0,1720,1452
VinciSquad,3,5,21.0,71.91999999999999,21.0,0.09999999999999432,33.0,166666.66666666666,15.0,0,2.8,296.0,117.0,0.0,0.0,302.0,1699,1452
5cars,3,6,15.0,113.152,17.0,0.09999999999999432,23.0,183333.3333333333,17.0,176,2.83,291.0,125.0,10.5,0.0,314.3192052980133,1490,1561
AMS,3,6,32.0,72.152,21.0,0.09999999999999432,37.0,175666.66666666666,20.0,321,4.41,296.0,115.0,10.6,14.7,317.835390946502,1686,1451
ANA,3,6,23.0,71.152,20.0,5.200000000000003,28.0,213333.3333333333,25.0,0,4.7,348.0,115.0,0.0,9.7,300.2857142857143,1263,1684
BandTInc,3,6,24.0,83.152,20.0,0.09999999999999432,42.0,233333.3333333333,22.0,206,4.6,294.0,117.0,0.0,0.0,306.5,1665,1752
Batmaja,3,6,26.0,81.152,17.0,0.09999999999999432,15.0,201000.0,15.0,39,4.57,296.0,105.0,12.8,12.5,299.8854024556617,1543,1764
Bekarty,3,6,23.0,63.152,20.0,0.09999999999999432,42.0,166666.66666666666,15.0,0,2.81,330.0,118.0,11.5,9.7,300.2630136986302,1150,1553
CheckRaise,3,6,16.0,113.152,21.0,0.09999999999999432,33.0,253333.3333333333,21.0,0,4.61,311.0,120.0,10.8,12.5,302.8487394957983,1464,1412
DrugiRusekZ1,3,6,55.0,86.152,21.0,0.09999999999999432,12.0,261666.66666666666,18.0,0,2.8,330.0,117.0,14.1,11.4,317.201044386423,1466,2196
DrugiRusekZ2,3,6,21.0,73.152,21.0,0.09999999999999432,13.0,186666.66666666666,15.0,158,4.71,315.0,119.0,10.4,8.0,306.4251012145749,1427,1499
DrugiRusekZ3,3,6,23.0,73.152,21.0,0.09999999999999432,38.0,166666.66666666666,19.0,34,2.8,298.0,117.0,0.0,0.0,312.125,1542,1702
DrugiRusekZ4,3,6,22.0,71.152,21.0,0.09999999999999432,33.0,166666.66666666666,17.0,66,2.81,292.0,118.0,11.5,11.7,286.4692513368984,1600,1733
DrugiRusekZ5,3,6,27.0,88.152,22.0,0.09999999999999432,45.0,168000.0,17.0,388,4.61,300.0,115.0,10.5,0.0,302.83472222222224,1563,1384
DrugiRusekZ6,3,6,22.0,71.152,21.0,0.09999999999999432,20.0,166666.66666666666,15.0,0,2.8,301.0,117.0,11.7,0.0,294.89812332439675,1423,1691
FullJoin,3,6,19.0,93.152,22.0,0.09999999999999432,37.0,250000.0,20.0,45,4.62,287.0,121.0,12.5,0.0,295.27665317139,1688,1761
HEATTEAM,3,6,45.0,75.152,11.0,0.09999999999999432,33.0,190000.0,25.0,0,4.64,320.0,128.0,0.0,10.4,300.6666666666667,1279,1338
Mezzafive,3,6,11.0,58.152,21.0,0.09999999999999432,15.0,216666.66666666666,21.0,167,4.63,309.0,125.0,0.0,0.0,384.5,1479,1533
MinisterstwoStrategii,3,6,23.0,71.152,20.0,5.200000000000003,38.0,213333.3333333333,25.0,0,4.7,348.0,115.0,0.0,8.7,305.0,1216,1658
SGGW,3,6,18.0,67.152,20.0,0.09999999999999432,17.0,166666.66666666666,12.0,0,2.82,296.0,122.0,10.7,0.0,300.38735177865607,1420,1645
SystemyGB,3,6,23.0,83.152,22.0,0.09999999999999432,28.0,191666.66666666666,15.0,0,4.6,309.0,115.0,12.4,11.1,307.86382393397525,1278,1630
Triada,3,6,42.0,99.152,21.0,0.09999999999999432,33.0,166666.66666666666,15.0,532,4.44,296.0,160.0,0.0,0.0,301.0,1694,1443
UniversalSolutions,3,6,25.0,71.152,21.0,0.0,36.0,170000.0,15.0,166,4.71,313.0,120.0,0.0,0.0,303.0,1406,1554
VinciSquad,3,6,23.0,71.152,20.0,5.200000000000003,38.0,213333.3333333333,25.0,6,4.7,348.0,115.0,0.0,10.4,329.5,1249,1693
5cars,3,7,15.0,112.8912,20.0,0.09999999999999432,17.0,183333.3333333333,19.0,0,2.83,294.0,125.0,0.0,0.0,308.85714285714283,1643,1490
AMS,3,7,32.0,71.2912,21.0,0.09999999999999432,38.0,177333.3333333333,21.0,0,4.01,297.0,115.0,14.7,15.2,309.5676795580111,1834,1686
ANA,3,7,60.0,117.6912,26.0,2.4000000000000057,25.0,290000.0,20.0,0,4.6,325.0,115.0,9.7,12.1,297.48143236074264,1737,1263
BandTInc,3,7,24.0,85.8912,20.0,0.09999999999999432,42.0,233333.3333333333,18.0,0,4.5,900.0,117.0,0.0,0.0,403.1666666666667,2,1665
