Team,History,Cycle,DirAdv,CorpAdv,Support,FailedVisits,Training,ManagBudget,WebDev,BacklogOrders,RandD,Price,AssemblyTime,MarketShares_p,MarketShares_c,MeanPrice,NumOrders,NumSales_p
X30,0,6,33.0,34.6,28.0,0.09999999999999432,70.0,201666.66666666666,21.0,32,2.7,288.0,115.0,10.0,13.8,325.1114206128134,1155,869
BMC,0,7,10.0,93.75999999999999,15.0,0.20000000000000284,3.0,200000.0,20.0,0,2.68,335.0,110.0,13.6,15.0,364.7386363636363,1037,821
Banana,0,7,5.0,27.759999999999998,11.0,0.4000000000000057,5.0,166666.66666666666,10.0,0,2.52,400.0,120.0,6.0,6.9,389.48228882833786,506,395
Batmaja,0,7,7.0,164.16,20.0,0.09999999999999432,37.0,353333.3333333333,20.0,0,2.67,297.0,105.0,5.3,7.7,325.24092409240916,1122,428
MBC,0,7,5.0,37.76,15.0,0.29999999999999716,2.0,116666.66666666666,25.0,0,2.15,400.0,130.0,3.8,6.7,377.2922252010724,490,243
Mioduszewski,0,7,10.0,29.759999999999998,15.0,0.0,13.0,141666.66666666666,20.0,0,2.45,410.0,130.0,6.3,7.8,388.1270358306189,536,375
Najda,0,7,12.0,54.76,17.0,0.29999999999999716,3.0,268333.3333333333,40.0,0,1.88,379.0,125.0,9.5,10.4,379.75,803,560
Perspec,0,7,25.0,104.75999999999999,20.0,2.0,6.0,161666.66666666666,35.0,0,2.43,345.0,125.0,10.8,14.8,396.94897959183675,1022,664
Radw,0,7,5.0,21.759999999999998,9.0,0.4000000000000057,0.0,123333.33333333333,20.0,0,2.4,335.0,100.0,7.1,8.7,365.6845238095238,665,434
X21,0,7,18.0,105.36,25.0,0.20000000000000284,28.0,213333.3333333333,20.0,61,3.65,313.0,115.0,0.0,0.0,311.875,1206,883
X22,0,7,30.0,103.75999999999999,25.0,0.20000000000000284,25.0,213333.3333333333,23.0,74,3.64,319.0,113.0,12.1,13.1,331.5480769230769,1330,995
X23,0,7,17.0,110.16,20.0,0.09999999999999432,28.0,213333.3333333333,20.0,5,3.65,343.0,116.0,0.0,0.0,305.375,1055,953
X24,0,7,17.0,110.16,20.0,0.09999999999999432,28.0,213333.3333333333,20.0,0,3.65,335.0,116.0,0.0,0.0,332.875,1123,920
X25,0,7,15.0,39.76,9.0,0.09999999999999432,2.0,220000.0,25.0,0,2.4,345.0,115.0,8.4,0.0,383.5069444444444,1070,651
X26,0,7,18.0,21.759999999999998,11.0,0.09999999999999432,10.0,140000.0,33.0,0,2.48,375.0,135.0,6.2,8.7,374.3309002433089,910,476
X27,0,7,25.0,53.76,20.0,0.09999999999999432,45.0,280000.0,20.0,236,3.65,366.0,115.0,15.2,11.5,346.24901185770756,1324,1283
X28,0,7,12.0,33.76,10.0,0.09999999999999432,10.0,170333.3333333333,20.0,0,2.41,340.0,118.0,8.8,0.0,342.37250996015933,826,647
X29,0,7,15.0,29.759999999999998,10.0,0.0,14.0,136666.66666666666,45.0,0,2.5,389.0,123.0,0.0,0.0,421.5,687,526
X30,0,7,29.0,45.76,28.0,0.09999999999999432,43.0,215000.0,21.0,0,3.65,297.0,115.0,13.8,14.2,323.36245954692555,1449,1155
BMC,0,8,10.0,111.25600000000001,15.0,0.7000000000000028,3.0,200000.0,20.0,0,3.63,300.0,110.0,15.0,19.9,369.5580808080809,1246,1037
Batmaja,0,8,10.0,141.49599999999998,20.0,0.09999999999999432,37.0,353333.3333333333,20.0,287,2.67,307.0,105.0,7.7,4.1,317.8557422969188,958,835
Mioduszewski,0,8,10.0,27.855999999999998,20.0,0.0,17.0,141666.66666666666,20.0,0,2.45,408.0,130.0,7.8,8.7,425.25648414985585,532,536
Najda,0,8,14.0,67.85600000000001,17.0,0.5999999999999943,2.0,268333.3333333333,27.0,135,3.79,389.0,130.0,10.4,7.2,358.566371681416,858,668
Perspec,0,8,20.0,132.856,20.0,4.700000000000003,5.0,166666.66666666666,38.0,5,2.44,355.0,130.0,14.8,14.2,353.9385749385749,934,1017
Radw,0,8,5.0,23.055999999999997,9.0,0.4000000000000057,0.0,133333.3333333333,10.0,22,2.1,335.0,100.0,8.7,0.0,356.65024630541876,519,643
X21,0,8,23.0,123.216,25.0,0.20000000000000284,18.0,240000.0,22.0,26,4.55,300.0,115.0,0.0,0.0,301.625,1250,1180
X22,0,8,26.0,112.25600000000001,25.0,0.20000000000000284,20.0,240000.0,22.0,0,4.54,290.0,113.0,13.1,0.0,325.6661764705882,1488,1330
X23,0,8,21.0,126.096,22.0,0.09999999999999432,25.0,240000.0,15.0,0,4.55,327.0,116.0,0.0,0.0,390.625,1146,1055
X24,0,8,21.0,126.096,22.0,0.09999999999999432,25.0,240000.0,15.0,0,4.55,327.0,117.0,0.0,0.0,329.125,1083,1123
X25,0,8,15.0,53.856,9.0,0.09999999999999432,1.0,225000.0,25.0,0,2.4,345.0,115.0,0.0,0.0,385.0,1016,1070
X26,0,8,21.0,31.055999999999997,12.0,0.09999999999999432,15.0,153333.3333333333,40.0,137,2.48,375.0,135.0,8.7,10.4,379.97777777777776,890,773
X27,0,8,36.0,52.256,20.0,0.09999999999999432,37.0,300000.0,20.0,85,4.55,337.0,115.0,11.5,15.7,345.88739495798325,1559,1239
X28,0,8,12.0,35.25599999999999,10.0,0.09999999999999432,10.0,176000.0,20.0,0,3.36,360.0,118.0,0.0,0.0,353.875,725,826
X29,0,8,16.0,32.856,13.0,0.0,17.0,143000.0,60.0,8,3.45,395.0,125.0,0.0,0.0,381.75,671,679
X30,0,8,21.0,45.455999999999996,28.0,0.09999999999999432,32.0,235000.0,21.0,40,4.25,288.0,115.0,14.2,15.8,332.16716867469876,1444,1409
BMC,0,9,10.0,121.7536,15.0,1.5999999999999943,3.0,200000.0,20.0,0,3.58,330.0,110.0,19.9,0.0,345.9870410367171,1127,1246
Batmaja,0,9,11.0,119.8976,20.0,0.0,37.0,353333.3333333333,5.0,560,2.67,340.0,105.0,4.1,0.0,309.80882352941165,587,398
Mioduszewski,0,9,10.0,26.7136,20.0,0.0,17.0,143666.66666666666,20.0,0,2.46,405.0,135.0,8.7,8.6,395.10638297872345,591,532
Najda,0,9,0.0,62.7136,5.0,0.0,1.0,268333.3333333333,15.0,500,3.74,0.0,130.0,7.2,0.0,305.0943396226415,0,358
Radw,0,9,5.0,18.833599999999997,9.0,0.4000000000000057,0.0,133333.3333333333,10.0,0,2.1,325.0,100.0,0.0,0.0,367.0,579,519
X21,0,9,32.0,113.92960000000001,25.0,0.0,11.0,250000.0,26.0,0,4.45,330.0,115.0,0.0,0.0,309.75,1214,1250
X22,0,9,39.0,107.3536,25.0,0.0,17.0,250000.0,25.0,0,4.44,281.0,113.0,0.0,0.0,321.25,1754,1488
X23,0,9,23.0,109.6576,20.0,0.0,15.0,250000.0,15.0,0,4.47,332.0,122.0,0.0,0.0,468.125,1263,1146
X24,0,9,22.0,107.6576,20.0,0.0,15.0,250000.0,15.0,0,4.47,337.0,122.0,0.0,0.0,328.625,1066,1083
X25,0,9,25.0,47.3136,30.0,0.09999999999999432,0.0,225000.0,20.0,0,3.05,345.0,115.0,0.0,14.7,381.75,1280,1016
X26,0,9,25.0,39.6336,12.0,0.4000000000000057,17.0,158333.3333333333,40.0,0,2.48,375.0,135.0,10.4,11.5,378.1970260223048,1033,890
X27,0,9,29.0,46.35359999999999,20.0,0.0,28.0,300000.0,20.0,0,4.45,337.0,115.0,15.7,15.2,347.09813084112153,1678,1559
X28,0,9,12.0,34.1536,10.0,0.09999999999999432,10.0,180000.0,20.0,0,3.31,327.0,118.0,0.0,0.0,330.85714285714283,901,725
X29,0,9,15.0,34.7136,13.0,0.0,17.0,147000.0,65.0,0,3.46,395.0,150.0,0.0,0.0,381.125,707,671
X30,0,9,20.0,40.273599999999995,28.0,0.0,24.0,235000.0,21.0,0,4.15,288.0,115.0,15.8,15.9,321.6883116883116,1545,1444
Historia,1,0,0.0,0.0,0.0,100.0,1.0,26666.666666666664,0.0,0,1.75,0.0,100.0,0.0,0.0,,0,0
Historia,1,1,0.0,0.0,0.0,100.0,3.0,73333.33333333333,0.0,0,1.55,0.0,115.0,0.0,0.0,,0,0
Historia,1,2,0.0,0.0,0.0,100.0,1.0,90000.0,0.0,0,1.6,0.0,115.0,0.0,0.0,,0,0
Historia,1,3,0.0,0.0,9.0,0.09999999999999432,0.0,103333.33333333333,15.0,0,1.65,0.0,115.0,0.0,0.0,,0,0
Historia,1,4,5.0,10.0,9.0,0.09999999999999432,0.0,111666.66666666666,15.0,0,1.7,375.0,115.0,0.0,0.0,375.0,243,0
Banana,1,5,6.0,16.0,9.0,0.09999999999999432,3.0,120000.0,10.0,0,2.44,375.0,125.0,0.0,2.7,367.0,461,243
Batmaja,1,5,15.0,16.0,9.0,0.09999999999999432,2.0,120000.0,20.0,0,2.4,370.0,115.0,0.0,7.7,381.25,640,243
Batmaja,1,5,28.0,16.0,20.0,0.09999999999999432,23.0,203333.3333333333,25.0,0,2.69,350.0,111.0,0.0,12.7,377.14285714285717,1153,243
EnactusUEP,1,5,5.0,16.0,10.0,0.0,1.0,120000.0,20.0,0,1.45,380.0,115.0,0.0,3.8,376.25,416,243
MBC,1,5,10.0,16.0,9.0,0.09999999999999432,2.0,120000.0,20.0,0,2.41,370.0,115.0,0.0,0.0,378.75,614,243
Mezzafive,1,5,10.0,16.0,9.0,0.09999999999999432,0.0,123333.33333333333,20.0,0,2.7,395.0,115.0,0.0,3.5,381.25,514,243
Mezzafive,1,5,7.0,16.0,12.0,0.29999999999999716,2.0,136666.66666666666,15.0,0,2.7,386.0,116.0,0.0,0.0,380.0,530,243
Najda,1,5,17.0,16.0,20.0,0.09999999999999432,45.0,150000.0,19.0,0,2.7,330.0,115.0,0.0,0.0,358.5,983,243
Rosyjski1,1,5,28.0,16.0,20.0,0.09999999999999432,25.0,183333.3333333333,25.0,0,2.7,350.0,115.0,0.0,11.6,377.875,1179,243
SGGW,1,5,10.0,16.0,14.0,0.09999999999999432,2.0,116666.66666666666,25.0,0,1.48,375.0,125.0,0.0,3.1,380.0,480,243
UniversalSolutions,1,5,20.0,16.0,13.0,0.09999999999999432,2.0,126666.66666666666,30.0,0,1.61,380.0,120.0,0.0,4.4,381.0,539,243
UniversalSolutions,1,5,10.0,16.0,9.0,0.0,3.0,118000.0,15.0,0,1.48,375.0,125.0,0.0,0.0,374.0,448,243
Wilki,1,5,6.0,16.0,9.0,0.09999999999999432,1.0,116666.66666666666,15.0,0,2.44,385.0,130.0,0.0,0.0,375.5,432,243
X03,1,5,18.0,16.0,17.0,0.0,25.0,150000.0,15.0,0,2.69,335.0,113.0,0.0,0.0,358.5,995,243
X04,1,5,18.0,16.0,17.0,0.0,25.0,150000.0,15.0,0,2.69,335.0,113.0,0.0,0.0,359.0,979,243
X05,1,5,18.0,16.0,17.0,0.0,25.0,150000.0,15.0,0,2.69,335.0,113.0,0.0,0.0,356.2,596,243
Zwolińsk,1,5,5.0,16.0,11.0,0.09999999999999432,0.0,116666.66666666666,17.0,0,2.4,335.0,115.0,0.0,3.1,371.75,626,243
Banana,1,6,7.0,19.6,5.0,0.20000000000000284,5.0,125000.0,10.0,231,2.5,430.0,150.0,2.7,3.3,377.460815047022,338,230
Batmaja,1,6,5.0,29.6,10.0,0.09999999999999432,3.0,128333.33333333333,25.0,0,2.41,407.0,120.0,7.7,6.1,394.0428571428572,599,640
Batmaja,1,6,20.0,108.6,20.0,0.09999999999999432,39.0,333333.3333333333,25.0,4,2.69,305.0,112.0,12.7,16.6,355.7966573816156,2015,1149
EnactusUEP,1,6,12.0,19.6,10.0,0.09999999999999432,1.0,128333.33333333333,25.0,87,1.51,400.0,120.0,3.8,1.8,371.63230240549825,503,329
MBC,1,6,5.0,24.6,9.0,0.09999999999999432,4.0,128333.33333333333,25.0,0,2.49,370.0,143.0,0.0,0.0,390.0,794,614
Mezzafive,1,6,8.0,29.6,11.0,0.0,0.0,146666.66666666666,20.0,223,2.7,405.0,115.0,3.5,2.9,394.0428571428572,565,291
Mezzafive,1,6,7.0,25.6,12.0,0.7999999999999972,4.0,166666.66666666666,17.0,208,2.7,386.0,116.0,0.0,0.0,378.0,654,322
Najda,1,6,20.0,47.6,20.0,0.09999999999999432,65.0,213333.3333333333,35.0,21,2.71,340.0,120.0,0.0,0.0,361.625,1282,962
Rosyjski1,1,6,20.0,108.6,20.0,0.09999999999999432,42.0,283333.3333333333,25.0,124,2.7,299.0,115.0,11.6,15.5,350.74857142857144,2134,1055
SGGW,1,6,12.0,24.6,14.0,0.09999999999999432,3.0,116666.66666666666,28.0,223,2.48,375.0,125.0,3.1,0.0,377.4542372881356,727,257
UniversalSolutions,1,6,20.0,34.6,15.0,0.0,3.0,145000.0,30.0,189,2.65,420.0,130.0,4.4,5.9,393.63372093023247,519,350
UniversalSolutions,1,6,11.0,24.6,12.0,0.0,5.0,122000.0,15.0,91,1.53,380.0,125.0,0.0,0.0,374.14285714285717,587,357
Wilki,1,6,8.0,19.6,9.0,0.29999999999999716,1.0,116666.66666666666,16.0,201,2.16,389.0,135.0,0.0,0.0,376.5,534,231
X03,1,6,18.0,54.6,20.0,0.09999999999999432,37.0,213333.3333333333,25.0,0,2.68,309.0,110.0,0.0,11.8,361.625,1540,995
X04,1,6,35.0,54.6,20.0,0.09999999999999432,37.0,213333.3333333333,25.0,0,2.68,309.0,110.0,0.0,0.0,327.875,1540,979
X05,1,6,33.0,54.6,20.0,0.09999999999999432,47.0,213333.3333333333,25.0,0,2.77,290.0,140.0,0.0,0.0,330.0,1444,596
Zwolińsk,1,6,5.0,19.6,11.0,0.09999999999999432,0.0,116666.66666666666,17.0,373,2.4,335.0,115.0,3.1,2.6,373.64130434782606,789,253
Banana,1,7,7.0,21.759999999999998,6.0,0.09999999999999432,6.0,128333.33333333333,12.0,0,2.55,410.0,170.0,3.3,3.5,390.5848563968669,512,338
Batmaja,1,7,5.0,37.76,11.0,0.09999999999999432,3.0,136666.66666666666,25.0,24,2.37,375.0,105.0,6.1,8.4,387.12933753943213,735,575
Batmaja,1,7,35.0,164.16,20.0,0.20000000000000284,38.0,333333.3333333333,25.0,170,3.62,309.0,105.0,16.6,20.4,353.04602510460256,2197,1845
EnactusUEP,1,7,15.0,21.759999999999998,8.0,0.09999999999999432,0.0,136666.66666666666,25.0,329,1.64,400.0,120.0,1.8,3.8,365.13513513513516,574,174
MBC,1,7,5.0,34.76,9.0,0.09999999999999432,6.0,136666.66666666666,30.0,0,2.49,375.0,141.0,0.0,0.0,388.75,856,794
Mezzafive,1,7,7.0,31.36,12.0,0.09999999999999432,6.0,166666.66666666666,17.0,247,3.65,397.0,116.0,0.0,0.0,379.85714285714283,670,407
Najda,1,7,20.0,88.56,25.0,0.20000000000000284,48.0,240000.0,30.0,70,3.64,335.0,112.0,0.0,0.0,349.625,1365,1212
Rosyjski1,1,7,35.0,164.16,20.0,0.09999999999999432,42.0,283333.3333333333,25.0,470,3.65,308.0,115.0,15.5,18.3,345.74444444444447,2321,1664
SGGW,1,7,12.0,30.759999999999998,14.0,0.09999999999999432,3.0,116666.66666666666,28.0,306,2.48,375.0,125.0,0.0,0.0,378.0,727,421
UniversalSolutions,1,7,10.0,45.76,15.0,0.0,9.0,150000.0,25.0,38,2.66,450.0,135.0,5.9,2.2,404.3526785714286,443,481
Wilki,1,7,8.0,22.759999999999998,9.0,0.5999999999999943,1.0,116666.66666666666,11.0,36,2.16,389.0,136.0,0.0,0.0,375.125,565,498
X03,1,7,38.0,77.75999999999999,22.0,0.09999999999999432,38.0,233333.3333333333,25.0,32,3.64,314.0,113.0,11.8,0.0,326.2628951747088,1735,1508
X04,1,7,38.0,77.75999999999999,22.0,0.09999999999999432,38.0,233333.3333333333,25.0,3,3.64,290.0,113.0,0.0,0.0,317.5,1820,1537
X05,1,7,36.0,77.75999999999999,22.0,0.09999999999999432,47.0,240000.0,25.0,0,3.69,290.0,129.0,0.0,0.0,306.8,1683,1444
Zwolińsk,1,7,5.0,21.759999999999998,11.0,0.09999999999999432,0.0,116666.66666666666,17.0,547,2.4,335.0,115.0,2.6,2.7,366.87179487179486,711,242
Banana,1,8,7.0,26.055999999999997,8.0,0.20000000000000284,7.0,133333.3333333333,12.0,204,2.53,410.0,160.0,3.5,0.0,392.16161616161617,580,308
Batmaja,1,8,34.0,158.49599999999998,20.0,0.09999999999999432,37.0,333333.3333333333,25.0,0,4.55,343.0,115.0,20.4,14.5,333.1126516464471,1963,2197
EnactusUEP,1,8,28.0,33.056,21.0,0.09999999999999432,20.0,155000.0,30.0,224,2.8,296.0,117.0,3.8,9.1,242.87529411764703,1836,350
MBC,1,8,15.0,45.856,12.0,0.09999999999999432,5.0,145000.0,35.0,0,2.45,380.0,128.0,0.0,0.0,388.75,1057,856
Mezzafive,1,8,7.0,34.816,15.0,0.09999999999999432,25.0,166666.66666666666,30.0,173,3.6,401.0,116.0,0.0,0.0,381.42857142857144,770,497
Najda,1,8,35.0,91.13600000000001,25.0,0.09999999999999432,27.0,250000.0,25.0,70,4.27,305.0,121.0,0.0,0.0,341.375,1947,1295
Rosyjski1,1,8,34.0,158.49599999999998,20.0,0.09999999999999432,42.0,283333.3333333333,25.0,469,4.55,343.0,115.0,18.3,15.0,356.6358490566038,2260,1852
SGGW,1,8,12.0,34.455999999999996,14.0,0.09999999999999432,3.0,116666.66666666666,28.0,306,2.48,375.0,125.0,0.0,0.0,378.0,727,421
Wilki,1,8,10.0,26.656,12.0,0.4000000000000057,1.0,116666.66666666666,15.0,130,2.17,379.0,140.0,0.0,0.0,373.25,717,435
X03,1,8,40.0,91.656,25.0,0.09999999999999432,42.0,236666.66666666666,25.0,213,4.58,309.0,127.0,0.0,0.0,341.375,2132,1522
X04,1,8,40.0,91.656,25.0,0.09999999999999432,42.0,233333.3333333333,25.0,97,4.58,292.0,127.0,0.0,0.0,307.125,2137,1723
X05,1,8,39.0,91.656,25.0,0.09999999999999432,43.0,250000.0,25.0,104,4.52,295.0,105.0,0.0,0.0,298.4,2074,1579
Zwolińsk,1,8,5.0,23.055999999999997,11.0,0.20000000000000284,0.0,116666.66666666666,17.0,470,2.1,335.0,115.0,2.7,2.7,364.06052631578945,793,241
Banana,1,9,10.0,28.633599999999998,10.0,0.4000000000000057,9.0,133333.3333333333,12.0,46,2.48,410.0,140.0,0.0,0.0,384.625,617,534
Batmaja,1,9,59.0,135.0976,20.0,0.09999999999999432,37.0,333333.3333333333,16.0,0,4.46,343.0,120.0,14.5,15.4,329.61103047895494,2071,1963
EnactusUEP,1,9,20.0,54.8336,21.0,0.09999999999999432,33.0,175000.0,30.0,654,2.8,296.0,117.0,9.1,12.9,306.36995827538243,1549,1182
MBC,1,9,15.0,57.5136,12.0,0.20000000000000284,3.0,150000.0,35.0,197,2.58,395.0,180.0,0.0,9.6,389.375,909,860
Mezzafive,1,9,17.0,36.8896,20.0,0.09999999999999432,37.0,166666.66666666666,30.0,0,3.55,401.0,115.0,0.0,0.0,381.57142857142856,836,770
Rosyjski1,1,9,31.0,135.0976,20.0,0.0,30.0,283333.3333333333,25.0,512,4.45,358.0,115.0,15.0,16.1,357.96068376068376,2021,1748
SGGW,1,9,13.0,36.6736,15.0,0.09999999999999432,4.0,120000.0,25.0,306,2.48,375.0,125.0,0.0,0.0,379.85714285714283,714,421
Wilki,1,9,15.0,32.9936,13.0,1.4000000000000057,0.0,116666.66666666666,18.0,86,2.17,389.0,140.0,0.0,0.0,372.75,769,631
X03,1,9,40.0,99.9936,25.0,0.0,37.0,245000.0,25.0,128,4.46,309.0,120.0,0.0,0.0,344.375,2186,2004
X04,1,9,40.0,99.9936,25.0,0.0,37.0,233333.3333333333,25.0,111,4.45,293.0,115.0,0.0,0.0,306.625,2169,2026
X05,1,9,42.0,99.9936,25.0,0.0,37.0,250000.0,20.0,78,4.44,296.0,113.0,0.0,0.0,311.8,2131,1996
Historia,2,0,0.0,0.0,0.0,100.0,1.0,33333.33333333333,0.0,0,1.75,0.0,100.0,0.0,0.0,,0,0
Historia,2,1,0.0,0.0,0.0,100.0,3.0,90000.0,0.0,0,1.85,0.0,115.0,0.0,0.0,,0,0
Historia,2,2,0.0,0.0,0.0,100.0,1.0,106666.66666666666,0.0,0,1.85,0.0,115.0,0.0,0.0,,0,0
Historia,2,3,0.0,0.0,9.0,0.09999999999999432,0.0,120000.0,15.0,0,1.85,0.0,115.0,0.0,0.0,,0,0
Historia,2,4,5.0,10.0,9.0,0.09999999999999432,0.0,128333.33333333333,15.0,0,1.85,375.0,115.0,0.0,0.0,375.0,185,0
BMC,2,5,5.0,16.0,12.0,0.09999999999999432,2.0,146666.66666666666,30.0,0,2.53,320.0,109.0,0.0,7.1,373.0,814,185
Crazy,2,5,7.0,16.0,10.0,0.09999999999999432,0.0,134000.0,20.0,0,1.6,373.0,115.0,0.0,0.0,357.42857142857144,388,185
MBC,2,5,15.0,16.0,10.0,0.09999999999999432,3.0,160000.0,20.0,0,2.82,375.0,121.0,0.0,6.1,361.75,673,185
Mioduszewski,2,5,20.0,16.0,13.0,0.09999999999999432,2.0,136666.66666666666,30.0,0,1.61,380.0,120.0,0.0,4.4,381.0,539,185
Mioduszewski,2,5,10.0,16.0,15.0,0.0,3.0,136666.66666666666,20.0,0,2.87,380.0,135.0,0.0,4.0,375.5,506,185
Najda,2,5,27.0,16.0,20.0,0.09999999999999432,60.0,176666.66666666666,15.0,0,2.8,330.0,115.0,0.0,10.9,363.57142857142856,1108,185
Perspec,2,5,6.0,16.0,11.0,0.20000000000000284,0.0,137333.3333333333,20.0,0,2.55,380.0,115.0,0.0,3.4,365.0,457,185
