Team,History,Cycle,DirAdv,CorpAdv,Commission,AgentsDistr,Training,ManagBudget,BacklogOrders,RandD,Price,AssemblyTime,MarketShares_p,MarketShares_c,MeanPrice,NumOrders,NumSales_p
X26,0,6,7.0,12.879999999999999,6.0,1,6.0,133333.3333333333,41,2.47,345.0,130.0,1.3,1.8,339.234693877551,161,175
X27,0,6,38.0,20.88,15.0,4,70.0,246666.66666666666,152,2.7,283.0,115.0,3.7,17.8,277.8918918918919,2096,490
X28,0,6,13.0,16.88,9.0,2,10.0,153333.3333333333,0,2.41,335.0,118.0,1.0,4.7,356.81,574,140
X29,0,6,13.0,20.88,6.0,2,11.0,133333.3333333333,9,2.52,344.0,130.0,0.0,0.0,344.85714285714283,423,173
X30,0,6,26.0,22.88,13.0,4,70.0,201666.66666666666,71,2.7,280.0,115.0,2.0,15.6,309.82812500000006,1185,255
BMC,0,7,35.0,35.528,6.0,5,3.0,200000.0,176,2.68,325.0,110.0,8.0,10.6,337.28042328042335,850,646
Banana,0,7,5.0,22.528,3.0,1,5.0,166666.66666666666,0,2.52,375.0,120.0,1.2,0.9,358.1404958677686,90,110
Batmaja,0,7,13.0,83.52799999999999,12.0,6,37.0,353333.3333333333,0,2.67,275.0,105.0,6.1,9.8,306.21711899791234,1141,534
MBC,0,7,5.0,35.528,7.0,5,2.0,116666.66666666666,61,2.15,375.0,130.0,2.5,4.2,347.74172185430456,381,227
Mioduszewski,0,7,10.0,27.528,7.0,3,13.0,141666.66666666666,45,2.45,370.0,130.0,2.6,4.9,347.43902439024396,447,237
Najda,0,7,9.0,37.728,6.0,4,3.0,268333.3333333333,28,1.88,339.0,125.0,4.0,6.3,345.6122448979592,595,342
Perspec,0,7,20.0,63.528,6.0,3,6.0,161666.66666666666,274,2.43,330.0,125.0,3.7,8.8,380.4090909090909,628,299
Radw,0,7,5.0,19.528,7.0,2,0.0,123333.33333333333,170,2.4,335.0,100.0,2.1,4.1,348.28395061728395,358,182
X21,0,7,13.0,27.928,13.0,5,28.0,213333.3333333333,121,3.65,300.0,115.0,0.0,0.0,304.75,1019,719
X22,0,7,20.0,32.528,13.0,5,25.0,213333.3333333333,70,3.64,293.0,113.0,11.3,13.9,314.39746300211414,1255,913
X23,0,7,20.0,37.528,12.0,5,28.0,213333.3333333333,39,3.65,335.0,116.0,0.0,0.0,295.5,852,719
X24,0,7,20.0,37.528,12.0,5,28.0,213333.3333333333,0,3.65,335.0,116.0,0.0,0.0,325.625,834,820
X25,0,7,10.0,27.528,6.0,3,2.0,220000.0,203,2.4,350.0,115.0,2.6,0.0,350.1020408163265,542,245
X26,0,7,15.0,15.728,7.0,3,10.0,140000.0,0,2.48,345.0,135.0,1.8,3.3,343.6363636363636,799,181
X27,0,7,33.0,22.528,15.0,4,45.0,280000.0,419,3.65,357.0,115.0,17.8,15.1,327.102766798419,1479,1677
X28,0,7,15.0,24.128,9.0,4,10.0,170333.3333333333,184,2.41,335.0,118.0,4.7,0.0,342.30454545454546,751,390
X29,0,7,13.0,27.528,6.0,3,14.0,136666.66666666666,203,2.5,344.0,123.0,0.0,0.0,361.85714285714283,564,220
X30,0,7,22.0,30.727999999999998,13.0,4,43.0,215000.0,0,3.65,294.0,115.0,15.6,12.7,304.7402298850575,1378,1220
BMC,0,8,35.0,41.3168,6.0,5,3.0,200000.0,0,3.63,300.0,110.0,10.6,14.9,339.1161825726141,1073,946
Batmaja,0,8,11.0,72.1168,12.0,6,37.0,353333.3333333333,227,2.67,285.0,105.0,9.8,6.4,302.36060100166947,856,914
Mioduszewski,0,8,10.0,26.5168,7.0,4,17.0,141666.66666666666,0,2.45,373.0,130.0,4.9,5.8,393.0291262135922,466,478
Najda,0,8,11.0,52.6368,6.0,4,2.0,268333.3333333333,15,3.79,349.0,130.0,6.3,9.1,342.23870967741937,650,580
Perspec,0,8,17.0,83.1168,6.0,3,5.0,166666.66666666666,0,2.44,325.0,130.0,8.8,8.4,299.7340425531915,681,782
Radw,0,8,5.0,21.7168,7.0,3,0.0,133333.3333333333,0,2.1,325.0,100.0,4.1,0.0,345.86206896551727,393,391
X21,0,8,12.0,41.7568,13.0,5,18.0,240000.0,115,4.55,298.0,115.0,0.0,0.0,298.5,870,904
X22,0,8,15.0,34.516799999999996,13.0,5,20.0,240000.0,0,4.54,290.0,113.0,13.9,0.0,315.27272727272725,1116,1288
X23,0,8,12.0,42.516799999999996,12.0,5,25.0,240000.0,0,4.55,314.0,116.0,0.0,0.0,349.875,938,868
X24,0,8,10.0,42.516799999999996,12.0,5,25.0,240000.0,0,4.55,309.0,117.0,0.0,0.0,319.875,847,834
X25,0,8,10.0,36.516799999999996,6.0,3,1.0,225000.0,0,2.4,350.0,115.0,0.0,0.0,351.25,590,643
X26,0,8,21.0,25.436799999999998,7.0,3,15.0,153333.3333333333,442,2.48,345.0,135.0,3.3,9.8,364.4444444444445,710,357
X27,0,8,47.0,18.5168,15.0,4,37.0,300000.0,0,4.55,315.0,115.0,15.1,23.1,327.6845637583893,2127,1576
X28,0,8,15.0,25.476799999999997,9.0,4,10.0,176000.0,0,3.36,354.0,118.0,0.0,0.0,345.0,608,843
X29,0,8,15.0,31.5168,6.0,3,17.0,143000.0,27,3.45,350.0,125.0,0.0,0.0,340.0,586,537
X30,0,8,16.0,30.436799999999998,13.0,3,32.0,235000.0,123,4.25,294.0,115.0,12.7,14.9,308.00724637681157,1175,1255
BMC,0,9,35.0,44.79008,5.0,6,3.0,200000.0,0,3.58,320.0,110.0,14.9,0.0,356.14071856287427,964,1073
Batmaja,0,9,14.0,60.27007999999999,12.0,6,37.0,353333.3333333333,345,2.67,320.0,105.0,6.4,0.0,299.5882352941177,523,511
Mioduszewski,0,9,10.0,25.910079999999997,7.0,4,17.0,143666.66666666666,0,2.46,373.0,135.0,5.8,5.9,353.712,540,466
Najda,0,9,34.0,56.58208,8.0,4,1.0,268333.3333333333,21,3.74,347.0,130.0,9.1,0.0,353.5533980582524,932,629
Radw,0,9,10.0,18.030079999999998,7.0,3,0.0,133333.3333333333,0,2.1,325.0,100.0,0.0,0.0,363.0,492,421
X21,0,9,17.0,35.05408,14.0,5,11.0,250000.0,0,4.45,328.0,115.0,0.0,0.0,310.375,773,874
X22,0,9,26.0,30.710079999999998,13.0,5,17.0,250000.0,0,4.44,261.0,113.0,0.0,0.0,273.25,1576,1116
X23,0,9,11.0,37.51008,13.0,5,15.0,250000.0,0,4.47,333.0,122.0,0.0,0.0,440.375,1030,938
X24,0,9,13.0,36.51008,13.0,5,15.0,250000.0,0,4.47,333.0,122.0,0.0,0.0,320.25,782,847
X25,0,9,15.0,31.910079999999997,6.0,3,0.0,225000.0,0,3.05,350.0,115.0,0.0,6.7,354.875,783,590
X26,0,9,25.0,36.26208,7.0,4,17.0,158333.3333333333,0,2.48,345.0,135.0,9.8,8.2,349.3165467625899,921,900
X27,0,9,39.0,16.11008,15.0,5,28.0,300000.0,0,4.45,331.0,115.0,23.1,21.5,318.54436450839324,2021,2127
X28,0,9,15.0,25.28608,9.0,4,10.0,180000.0,0,3.31,321.0,118.0,0.0,0.0,325.2857142857143,888,608
X29,0,9,14.0,33.910079999999994,6.0,3,17.0,147000.0,0,3.46,350.0,150.0,0.0,0.0,340.0,614,644
X30,0,9,16.0,27.26208,13.0,4,24.0,235000.0,0,4.15,282.0,115.0,14.9,15.1,297.81786339754814,1395,1236
Historia,1,0,0.0,0.0,0.0,0,1.0,26666.666666666664,0,1.75,0.0,100.0,0.0,0.0,,0,0
Historia,1,1,0.0,0.0,0.0,0,3.0,73333.33333333333,0,1.55,0.0,115.0,0.0,0.0,,0,0
Historia,1,2,0.0,0.0,6.0,0,1.0,90000.0,0,1.6,0.0,115.0,0.0,0.0,,0,0
Historia,1,3,5.0,5.0,6.0,1,0.0,103333.33333333333,0,1.65,290.0,115.0,0.0,0.0,290.0,172,0
Historia,1,4,5.0,8.0,6.0,1,0.0,111666.66666666666,0,1.7,335.0,115.0,0.0,0.0,335.0,122,172
Banana,1,5,6.0,9.8,5.0,1,3.0,120000.0,0,2.44,335.0,125.0,0.0,0.5,339.25,194,122
Batmaja,1,5,15.0,9.8,7.0,1,2.0,120000.0,0,2.4,330.0,115.0,0.0,1.8,343.125,242,122
Batmaja,1,5,10.0,9.8,12.0,1,23.0,203333.3333333333,0,2.69,338.0,111.0,0.0,2.3,358.85714285714283,291,122
EnactusUEP,1,5,5.0,9.8,7.0,1,1.0,120000.0,0,1.45,340.0,115.0,0.0,1.1,338.75,151,122
MBC,1,5,10.0,9.8,7.0,1,2.0,120000.0,0,2.41,330.0,115.0,0.0,0.0,339.375,240,122
Mezzafive,1,5,10.0,9.8,6.0,1,0.0,123333.33333333333,0,2.7,360.0,115.0,0.0,1.3,343.125,171,122
Mezzafive,1,5,7.0,9.8,7.0,1,2.0,136666.66666666666,0,2.7,342.0,116.0,0.0,0.0,342.14285714285717,202,122
Najda,1,5,6.0,9.8,13.0,1,45.0,150000.0,0,2.7,350.0,115.0,0.0,0.0,336.75,252,122
Rosyjski1,1,5,10.0,9.8,12.0,1,25.0,183333.3333333333,0,2.7,338.0,115.0,0.0,2.3,351.0,300,122
SGGW,1,5,9.0,9.8,6.0,1,2.0,116666.66666666666,0,1.48,335.0,125.0,0.0,1.3,342.14285714285717,173,122
UniversalSolutions,1,5,20.0,9.8,7.0,1,2.0,126666.66666666666,0,1.61,340.0,120.0,0.0,1.0,339.0,135,122
UniversalSolutions,1,5,10.0,9.8,6.0,1,3.0,118000.0,0,1.48,335.0,125.0,0.0,0.0,339.57142857142856,170,122
Wilki,1,5,6.0,9.8,6.0,1,1.0,116666.66666666666,0,2.44,329.0,130.0,0.0,0.0,334.375,203,122
X03,1,5,5.0,9.8,15.0,1,25.0,150000.0,0,2.69,313.0,113.0,0.0,0.0,336.75,477,122
X04,1,5,5.0,9.8,15.0,1,25.0,150000.0,0,2.69,337.0,113.0,0.0,0.0,341.375,363,122
X05,1,5,5.0,9.8,15.0,1,25.0,150000.0,0,2.69,333.0,113.0,0.0,0.0,329.8,114,122
Zwolińsk,1,5,5.0,9.8,7.0,1,0.0,116666.66666666666,0,2.4,325.0,115.0,0.0,0.6,335.5,211,122
Banana,1,6,6.0,15.879999999999999,4.0,2,5.0,125000.0,134,2.5,375.0,150.0,0.5,1.0,348.21590909090907,93,60
Batmaja,1,6,5.0,20.88,7.0,5,3.0,128333.33333333333,0,2.41,363.0,120.0,1.8,3.8,353.4835164835164,498,242
Batmaja,1,6,18.0,55.88,12.0,5,39.0,333333.3333333333,0,2.69,314.0,112.0,2.3,12.3,361.2560975609756,1514,291
EnactusUEP,1,6,15.0,15.879999999999999,7.0,2,1.0,128333.33333333333,0,1.51,350.0,120.0,1.1,2.0,336.89655172413796,390,151
MBC,1,6,5.0,20.88,7.0,5,4.0,128333.33333333333,0,2.49,330.0,143.0,0.0,0.0,354.375,841,240
Mezzafive,1,6,10.0,15.879999999999999,6.0,2,0.0,146666.66666666666,0,2.7,345.0,115.0,1.3,1.5,353.4835164835164,402,171
Mezzafive,1,6,7.0,19.88,7.0,2,4.0,166666.66666666666,14,2.7,342.0,116.0,0.0,0.0,339.57142857142856,422,188
Najda,1,6,10.0,23.88,13.0,5,65.0,213333.3333333333,4,2.71,325.0,120.0,0.0,0.0,336.125,876,248
Rosyjski1,1,6,18.0,55.88,12.0,5,42.0,283333.3333333333,0,2.7,307.0,115.0,2.3,12.6,323.87499999999994,1860,300
SGGW,1,6,11.0,17.88,6.0,2,3.0,116666.66666666666,0,2.48,335.0,125.0,1.3,0.0,339.57317073170736,445,173
UniversalSolutions,1,6,20.0,20.88,7.0,2,3.0,145000.0,0,2.65,380.0,130.0,1.0,0.9,351.5853658536586,302,137
UniversalSolutions,1,6,11.0,15.879999999999999,7.0,1,5.0,122000.0,0,1.53,340.0,125.0,0.0,0.0,340.0,115,170
Wilki,1,6,8.0,11.879999999999999,6.0,1,1.0,116666.66666666666,90,2.16,338.0,135.0,0.0,0.0,336.375,121,113
X03,1,6,5.0,22.88,15.0,4,37.0,213333.3333333333,89,2.68,290.0,110.0,0.0,9.3,336.125,1177,388
X04,1,6,16.0,22.88,15.0,4,37.0,213333.3333333333,0,2.68,290.0,110.0,0.0,0.0,316.125,1184,363
X05,1,6,16.0,22.88,15.0,4,47.0,213333.3333333333,0,2.77,290.0,140.0,0.0,0.0,307.0,1041,114
Zwolińsk,1,6,5.0,10.879999999999999,7.0,1,0.0,116666.66666666666,137,2.4,325.0,115.0,0.6,0.5,335.1325301204819,116,74
Banana,1,7,7.0,19.528,4.0,2,6.0,128333.33333333333,0,2.55,360.0,170.0,1.0,0.9,371.77966101694915,293,135
Batmaja,1,7,5.0,32.528,7.0,5,3.0,136666.66666666666,0,2.37,335.0,105.0,3.8,5.8,342.37142857142857,671,498
Batmaja,1,7,22.0,83.52799999999999,12.0,5,38.0,333333.3333333333,0,3.62,332.0,105.0,12.3,13.5,340.22549019607845,1352,1514
EnactusUEP,1,7,18.0,24.528,6.0,2,0.0,136666.66666666666,125,1.64,350.0,120.0,2.0,1.9,341.3157894736842,490,265
MBC,1,7,5.0,32.528,7.0,5,6.0,136666.66666666666,34,2.49,335.0,141.0,0.0,0.0,356.25,825,807
Mezzafive,1,7,7.0,25.928,8.0,2,6.0,166666.66666666666,182,3.65,353.0,116.0,0.0,0.0,341.7142857142857,404,240
Najda,1,7,13.0,34.328,13.0,5,48.0,240000.0,188,3.64,355.0,112.0,0.0,0.0,323.25,542,688
Rosyjski1,1,7,22.0,83.52799999999999,12.0,5,42.0,283333.3333333333,228,3.65,330.0,115.0,12.6,15.6,335.5614973262032,1537,1632
SGGW,1,7,11.0,24.727999999999998,6.0,2,3.0,116666.66666666666,170,2.48,335.0,125.0,0.0,0.0,339.57142857142856,445,275
UniversalSolutions,1,7,10.0,37.528,7.0,3,9.0,150000.0,187,2.66,440.0,135.0,0.9,0.6,361.80000000000007,37,115
Wilki,1,7,10.0,17.128,6.0,1,1.0,116666.66666666666,0,2.16,329.0,136.0,0.0,0.0,334.875,159,161
X03,1,7,16.0,30.727999999999998,15.0,4,38.0,233333.3333333333,0,3.64,299.0,113.0,9.3,0.0,310.26576576576576,1155,1179
X04,1,7,16.0,30.727999999999998,15.0,5,38.0,233333.3333333333,0,3.64,290.0,113.0,0.0,0.0,306.125,1123,1184
X05,1,7,16.0,30.727999999999998,15.0,4,47.0,240000.0,0,3.69,290.0,129.0,0.0,0.0,295.2,1261,1041
Zwolińsk,1,7,5.0,11.527999999999999,7.0,1,0.0,116666.66666666666,46,2.4,325.0,115.0,0.5,0.6,332.5394736842105,100,70
Banana,1,8,5.0,22.7168,4.0,2,7.0,133333.3333333333,189,2.53,375.0,160.0,0.9,0.0,395.33043478260873,191,104
Batmaja,1,8,29.0,85.1168,12.0,5,37.0,333333.3333333333,0,4.55,354.0,115.0,13.5,11.8,339.34848484848493,1170,1352
EnactusUEP,1,8,10.0,34.7168,12.0,5,20.0,155000.0,281,2.8,296.0,117.0,1.9,6.7,210.24390243902437,963,209
MBC,1,8,15.0,44.516799999999996,7.0,5,5.0,145000.0,0,2.45,340.0,128.0,0.0,0.0,357.5,938,840
Mezzafive,1,8,12.0,29.5568,8.0,2,25.0,166666.66666666666,23,3.6,361.0,116.0,0.0,0.0,341.57142857142856,472,381
Najda,1,8,14.0,30.596799999999998,14.0,5,27.0,250000.0,0,4.27,295.0,121.0,0.0,0.0,318.5,1269,600
Rosyjski1,1,8,29.0,85.1168,12.0,5,42.0,283333.3333333333,0,4.55,354.0,115.0,15.6,11.2,337.1535269709543,1680,1622
SGGW,1,8,11.0,28.836799999999997,6.0,2,3.0,116666.66666666666,170,2.48,335.0,125.0,0.0,0.0,339.57142857142856,445,275
Wilki,1,8,11.0,22.2768,7.0,1,1.0,116666.66666666666,0,2.17,315.0,140.0,0.0,0.0,332.875,196,159
X03,1,8,18.0,35.4368,15.0,5,42.0,236666.66666666666,0,4.58,295.0,127.0,0.0,0.0,318.5,1454,1171
X04,1,8,16.0,35.4368,15.0,5,42.0,233333.3333333333,0,4.58,295.0,127.0,0.0,0.0,298.25,1241,1123
X05,1,8,15.0,35.4368,15.0,4,43.0,250000.0,234,4.52,310.0,105.0,0.0,0.0,300.0,1222,1027
Zwolińsk,1,8,5.0,11.916799999999999,7.0,1,0.0,116666.66666666666,30,2.1,325.0,115.0,0.6,0.6,330.5578947368421,105,70
Banana,1,9,5.0,16.63008,5.0,1,9.0,133333.3333333333,0,2.48,385.0,140.0,0.0,0.0,362.125,67,193
Batmaja,1,9,36.0,76.07007999999999,12.0,5,37.0,333333.3333333333,0,4.46,354.0,120.0,11.8,12.6,340.02284263959393,1285,1170
EnactusUEP,1,9,15.0,40.830079999999995,12.0,5,33.0,175000.0,315,2.8,296.0,117.0,6.7,9.1,307.326352530541,851,648
MBC,1,9,15.0,56.71008,6.0,5,3.0,150000.0,105,2.58,355.0,180.0,0.0,6.7,358.75,684,833
Mezzafive,1,9,32.0,31.734080000000002,8.0,3,37.0,166666.66666666666,0,3.55,361.0,115.0,0.0,0.0,340.85714285714283,599,519
Rosyjski1,1,9,18.0,76.07007999999999,12.0,5,30.0,283333.3333333333,532,4.45,362.0,115.0,11.2,15.0,352.43220338983053,1349,1148
SGGW,1,9,12.0,31.30208,6.0,2,4.0,120000.0,170,2.48,335.0,125.0,0.0,0.0,341.7142857142857,346,275
Wilki,1,9,9.0,28.366079999999997,7.0,1,0.0,116666.66666666666,0,2.17,337.0,140.0,0.0,0.0,334.875,143,196
X03,1,9,18.0,38.26208,15.0,5,37.0,245000.0,244,4.46,295.0,120.0,0.0,0.0,309.75,1461,1210
X04,1,9,16.0,38.26208,15.0,5,37.0,233333.3333333333,41,4.45,296.0,115.0,0.0,0.0,300.5,1216,1200
X05,1,9,15.0,38.26208,15.0,4,37.0,250000.0,0,4.44,309.0,113.0,0.0,0.0,307.4,1259,1287
Historia,2,0,0.0,0.0,0.0,0,1.0,33333.33333333333,0,1.75,0.0,100.0,0.0,0.0,,0,0
Historia,2,1,0.0,0.0,0.0,0,3.0,90000.0,0,1.85,0.0,115.0,0.0,0.0,,0,0
Historia,2,2,0.0,0.0,6.0,0,1.0,106666.66666666666,0,1.85,0.0,115.0,0.0,0.0,,0,0
Historia,2,3,5.0,5.0,6.0,1,0.0,120000.0,0,1.85,290.0,115.0,0.0,0.0,290.0,128,0
Historia,2,4,5.0,8.0,6.0,1,0.0,128333.33333333333,28,1.85,335.0,115.0,0.0,0.0,335.0,100,100
BMC,2,5,15.0,9.8,6.0,1,2.0,146666.66666666666,0,2.53,315.0,109.0,0.0,1.6,349.2,220,100
Crazy,2,5,6.0,9.8,6.0,1,0.0,134000.0,0,1.6,335.0,115.0,0.0,0.0,327.7142857142857,103,100
MBC,2,5,15.0,9.8,7.0,1,3.0,160000.0,0,2.82,355.0,121.0,0.0,1.1,337.625,148,100
Mioduszewski,2,5,20.0,9.8,7.0,1,2.0,136666.66666666666,0,1.61,340.0,120.0,0.0,1.0,339.0,135,100
Mioduszewski,2,5,5.0,9.8,7.0,1,3.0,136666.66666666666,0,2.87,340.0,135.0,0.0,1.2,338.625,158,100
Najda,2,5,10.0,9.8,15.0,1,60.0,176666.66666666666,0,2.8,330.0,115.0,0.0,2.6,335.7142857142857,384,100
Perspec,2,5,5.0,9.8,6.0,1,0.0,137333.3333333333,0,2.55,345.0,115.0,0.0,1.0,338.0,131,100
Radw,2,5,5.0,9.8,6.0,1,0.0,133333.3333333333,0,2.58,345.0,125.0,0.0,0.8,337.75,126,100
Rosyjski2,2,5,12.0,9.8,12.0,1,60.0,190000.0,0,2.94,325.0,113.0,0.0,2.3,324.5,330,100
X01,2,5,7.0,9.8,6.0,1,1.0,140000.0,0,2.68,350.0,160.0,0.0,0.7,338.625,133,100
X02,2,5,5.0,9.8,6.0,1,3.0,133333.3333333333,0,2.56,335.0,120.0,0.0,0.8,336.125,143,100
X06,2,5,5.0,9.8,9.0,1,10.0,173333.3333333333,0,2.79,349.0,110.0,0.0,1.0,336.2857142857143,133,100
X07,2,5,5.0,9.8,6.0,1,3.0,133333.3333333333,0,2.56,335.0,120.0,0.0,0.8,336.125,143,100
X08,2,5,7.0,9.8,6.0,1,3.0,133333.3333333333,0,2.58,350.0,125.0,0.0,0.9,336.125,115,100
X09,2,5,7.0,9.8,6.0,1,3.0,133333.3333333333,0,2.58,350.0,125.0,0.0,0.9,336.125,115,100
X10,2,5,5.0,9.8,13.0,1,30.0,206666.66666666666,0,2.8,315.0,113.0,0.0,0.0,328.125,346,100
X11,2,5,5.0,9.8,12.0,1,30.0,200000.0,0,2.8,355.0,116.0,0.0,0.0,346.125,146,100
X12,2,5,5.0,9.8,12.0,1,30.0,200000.0,0,2.8,355.0,116.0,0.0,1.2,366.375,157,100
X13,2,5,15.0,9.8,12.0,1,25.0,200000.0,0,2.8,343.0,116.0,0.0,1.6,366.375,214,100
X14,2,5,5.0,9.8,7.0,1,0.0,133333.3333333333,0,1.6,330.0,115.0,0.0,0.8,346.75,120,100
X15,2,5,7.0,9.8,7.0,1,4.0,140000.0,0,2.58,359.0,120.0,0.0,0.0,341.125,117,100
X16,2,5,13.0,9.8,12.0,1,30.0,200000.0,0,2.81,335.0,120.0,0.0,0.0,336.875,247,100
X17,2,5,6.0,9.8,14.0,1,30.0,213333.3333333333,0,2.8,328.0,113.0,0.0,0.0,333.75,320,100
X18,2,5,10.0,9.8,15.0,1,20.0,186666.66666666666,0,2.78,320.0,110.0,0.0,2.7,333.625,395,100
X19,2,5,21.0,9.8,9.0,1,10.0,173333.3333333333,0,2.83,338.0,120.0,0.0,0.0,346.0,216,100
X20,2,5,9.0,9.8,13.0,1,60.0,160000.0,0,2.8,300.0,115.0,0.0,2.3,332.625,407,100
X31,2,5,5.0,9.8,6.0,1,3.0,133333.3333333333,0,2.56,335.0,120.0,0.0,0.8,336.125,143,100
X32,2,5,7.0,9.8,6.0,1,1.0,140000.0,0,2.68,350.0,160.0,0.0,0.7,338.625,133,100
BMC,2,6,65.0,55.88,7.0,4,3.0,166666.66666666666,0,2.53,315.0,110.0,1.6,7.2,332.95081967213116,785,222
Crazy,2,6,6.0,15.879999999999999,6.0,1,0.0,135000.0,0,1.65,330.0,115.0,0.0,0.0,320.0,63,105
MBC,2,6,25.0,70.88,7.0,5,4.0,220000.0,0,2.8,355.0,114.0,1.1,4.6,315.48648648648646,543,150
Mioduszewski,2,6,20.0,20.88,7.0,2,3.0,145000.0,0,2.65,380.0,130.0,1.0,0.9,351.5853658536586,302,137
Mioduszewski,2,6,7.0,15.879999999999999,7.0,3,7.0,145000.0,0,2.84,340.0,125.0,1.2,1.3,342.67532467532465,575,160
Najda,2,6,15.0,15.879999999999999,15.0,5,80.0,258333.3333333333,25,2.81,295.0,120.0,2.6,12.5,318.98850574712645,1533,359
Perspec,2,6,7.0,15.879999999999999,5.0,2,10.0,152666.66666666666,0,2.26,320.0,120.0,1.0,1.3,336.56249999999994,346,133
