Team,History,Cycle,DirAdv,CorpAdv,Support,FailedVisits,Training,ManagBudget,WebDev,BacklogOrders,RandD,Price,AssemblyTime,MarketShares_p,MarketShares_c,MeanPrice,NumOrders,NumSales_p
Rosyjski2,2,5,16.0,16.0,20.0,0.09999999999999432,60.0,190000.0,25.0,0,2.64,555.0,169.0,0.0,8.6,538.8333333333334,507,143
X01,2,5,10.0,16.0,9.0,0.09999999999999432,1.0,140000.0,20.0,0,2.75,570.0,230.0,0.0,5.2,579.875,365,143
X02,2,5,10.0,16.0,9.0,0.20000000000000284,3.0,133333.3333333333,30.0,0,2.64,590.0,170.0,0.0,4.7,567.5,350,143
X06,2,5,18.0,16.0,12.0,0.09999999999999432,10.0,173333.3333333333,30.0,0,2.63,539.0,165.0,0.0,10.2,566.7142857142857,574,143
X07,2,5,10.0,16.0,9.0,0.20000000000000284,3.0,133333.3333333333,30.0,0,2.64,590.0,170.0,0.0,4.7,567.5,350,143
X08,2,5,6.0,16.0,9.0,0.20000000000000284,3.0,133333.3333333333,20.0,0,2.34,580.0,170.0,0.0,4.2,567.5,296,143
X09,2,5,6.0,16.0,9.0,0.20000000000000284,3.0,133333.3333333333,20.0,0,2.34,580.0,170.0,0.0,4.2,567.5,296,143
X10,2,5,25.0,16.0,19.0,0.09999999999999432,30.0,206666.66666666666,25.0,0,2.63,605.0,165.0,0.0,0.0,575.0,453,143
X11,2,5,22.0,16.0,25.0,0.09999999999999432,30.0,200000.0,16.0,0,2.66,552.0,180.0,0.0,0.0,577.5,538,143
X12,2,5,22.0,16.0,25.0,0.09999999999999432,30.0,200000.0,16.0,0,2.66,552.0,180.0,0.0,9.1,600.875,573,143
X13,2,5,20.0,16.0,22.0,0.09999999999999432,25.0,200000.0,20.0,0,2.63,500.0,166.0,0.0,11.3,600.875,699,143
X14,2,5,9.0,16.0,9.0,0.09999999999999432,0.0,133333.3333333333,17.0,0,2.33,580.0,165.0,0.0,4.2,575.0,310,143
X15,2,5,9.0,16.0,10.0,0.09999999999999432,4.0,140000.0,25.0,0,2.64,599.0,170.0,0.0,0.0,569.375,331,143
X16,2,5,35.0,16.0,25.0,0.09999999999999432,30.0,200000.0,16.0,0,2.66,609.0,180.0,0.0,0.0,591.875,448,143
X17,2,5,30.0,16.0,20.0,0.09999999999999432,30.0,213333.3333333333,25.0,0,2.63,612.0,165.0,0.0,0.0,542.25,436,143
X18,2,5,50.0,16.0,20.0,0.09999999999999432,20.0,186666.66666666666,20.0,0,2.63,495.0,165.0,0.0,11.7,543.625,736,143
X19,2,5,17.0,16.0,9.0,0.29999999999999716,10.0,173333.3333333333,45.0,0,2.66,591.0,180.0,0.0,0.0,584.5,439,143
X20,2,5,19.0,16.0,18.0,0.09999999999999432,60.0,160000.0,20.0,0,2.63,510.0,165.0,0.0,10.3,558.75,588,143
X31,2,5,10.0,16.0,9.0,0.20000000000000284,3.0,133333.3333333333,30.0,0,2.64,590.0,170.0,0.0,4.7,567.5,350,143
X32,2,5,10.0,16.0,9.0,0.09999999999999432,1.0,140000.0,20.0,0,2.75,570.0,230.0,0.0,5.2,579.875,365,143
BMC,2,6,55.0,39.6,15.0,0.09999999999999432,3.0,166666.66666666666,30.0,166,2.63,485.0,165.0,8.7,15.1,565.745308310992,711,419
Crazy,2,6,9.0,24.6,10.0,0.09999999999999432,0.0,135000.0,22.0,62,2.33,530.0,165.0,0.0,0.0,523.0,401,227
MBC,2,6,25.0,74.6,11.0,0.20000000000000284,4.0,220000.0,20.0,0,2.63,585.0,164.0,6.7,6.8,508.3001912045889,446,409
Mioduszewski,2,6,20.0,34.6,15.0,0.0,3.0,145000.0,30.0,156,2.66,615.0,175.0,6.1,7.9,594.0466926070039,400,258
Mioduszewski,2,6,10.0,19.6,15.0,0.0,7.0,145000.0,20.0,109,2.65,585.0,172.0,4.2,6.5,579.4575835475578,354,207
Najda,2,6,20.0,53.6,20.0,0.09999999999999432,80.0,258333.3333333333,15.0,30,2.65,475.0,172.0,11.9,14.4,522.8400954653938,785,607
Perspec,2,6,8.0,24.6,13.0,1.0999999999999943,10.0,152666.66666666666,22.0,138,2.04,545.0,170.0,4.3,9.0,567.8937728937728,406,186
Radw,2,6,9.0,27.6,9.0,0.09999999999999432,0.0,133333.3333333333,0.0,17,2.68,550.0,191.0,5.4,3.6,563.4757281553398,186,283
Rosyjski2,2,6,23.0,79.6,20.0,0.09999999999999432,90.0,295000.0,25.0,0,2.68,483.0,190.0,8.6,13.6,510.01890359168243,776,507
X01,2,6,10.0,29.6,9.0,0.5,2.0,151333.3333333333,20.0,108,2.76,570.0,225.0,5.2,6.3,579.4575835475578,441,257
X02,2,6,18.0,44.6,13.0,2.5,8.0,136666.66666666666,35.0,93,2.64,610.0,170.0,4.7,4.8,557.2377777777778,375,257
X06,2,6,39.0,79.6,20.0,0.09999999999999432,37.0,266666.6666666666,30.0,41,2.64,489.0,170.0,10.2,16.5,551.8317972350229,894,533
X07,2,6,18.0,44.6,13.0,2.5,8.0,136666.66666666666,35.0,93,2.64,610.0,170.0,4.7,4.8,557.2377777777778,375,257
X08,2,6,10.0,24.6,9.0,0.09999999999999432,6.0,133333.3333333333,25.0,69,2.34,580.0,170.0,4.2,5.7,557.2377777777778,317,227
X09,2,6,10.0,24.6,9.0,0.09999999999999432,6.0,133333.3333333333,25.0,69,2.34,580.0,170.0,4.2,5.7,557.2377777777778,317,227
X10,2,6,39.0,79.6,20.0,0.09999999999999432,50.0,316666.6666666666,25.0,0,2.64,475.0,170.0,0.0,0.0,536.875,983,453
X11,2,6,33.0,89.6,25.0,0.20000000000000284,40.0,313333.3333333333,20.0,0,2.66,488.0,180.0,0.0,0.0,597.5,819,538
X12,2,6,32.0,89.6,25.0,0.20000000000000284,40.0,320000.0,20.0,10,2.66,457.0,180.0,9.1,13.5,513.8100775193798,900,563
X13,2,6,50.0,79.6,25.0,0.20000000000000284,37.0,346666.6666666666,20.0,0,2.64,495.0,170.0,11.3,0.0,513.8100775193798,802,699
X14,2,6,40.0,21.6,20.0,0.09999999999999432,20.0,166666.66666666666,25.0,107,2.33,555.0,165.0,4.2,11.2,566.6253443526172,623,203
X15,2,6,14.0,26.6,12.0,0.09999999999999432,9.0,156666.66666666666,25.0,0,2.64,599.0,170.0,0.0,8.7,576.0,454,331
X16,2,6,40.0,84.6,25.0,0.09999999999999432,50.0,313333.3333333333,20.0,0,2.66,530.0,180.0,0.0,0.0,574.75,732,448
X17,2,6,39.0,99.6,20.0,0.09999999999999432,50.0,333333.3333333333,20.0,0,2.64,479.0,170.0,0.0,12.9,512.875,871,436
X18,2,6,24.0,49.6,20.0,0.09999999999999432,33.0,266666.6666666666,20.0,43,2.63,415.0,165.0,11.7,13.3,489.52281368821303,985,693
X19,2,6,17.0,64.6,9.0,0.20000000000000284,23.0,233333.3333333333,45.0,0,2.68,591.0,190.0,0.0,0.0,591.375,531,439
X20,2,6,30.0,33.6,18.0,0.09999999999999432,70.0,213333.3333333333,20.0,0,2.63,495.0,165.0,10.3,12.3,495.8538622129437,734,588
X31,2,6,18.0,44.6,13.0,2.5,8.0,136666.66666666666,35.0,93,2.64,610.0,170.0,4.7,4.8,557.2377777777778,375,257
X32,2,6,10.0,29.6,9.0,0.5,2.0,151333.3333333333,20.0,108,2.76,570.0,225.0,5.2,6.3,579.4575835475578,441,257
BMC,2,7,25.0,43.76,30.0,1.0999999999999943,3.0,166666.66666666666,30.0,0,3.29,485.0,163.0,15.1,16.5,553.4581497797357,902,711
Crazy,2,7,9.0,36.76,10.0,0.09999999999999432,0.0,133666.66666666666,25.0,205,2.03,550.0,165.0,0.0,0.0,490.7142857142857,361,196
MBC,2,7,30.0,79.75999999999999,12.0,0.7999999999999972,3.0,253333.3333333333,20.0,0,3.59,520.0,163.0,6.8,9.1,489.2732919254658,724,446
Mioduszewski,2,7,15.0,45.76,15.0,0.0,9.0,150000.0,25.0,64,3.32,655.0,180.0,7.9,4.3,612.8767123287671,468,336
Mioduszewski,2,7,10.0,22.759999999999998,15.0,0.0,8.0,150000.0,20.0,6,3.61,589.0,172.0,6.5,0.0,581.1454918032788,478,348
Najda,2,7,25.0,82.16,20.0,0.09999999999999432,57.0,290000.0,25.0,0,3.6,501.0,172.0,14.4,0.0,497.57247706422027,1027,785
Radw,2,7,11.0,31.56,9.0,0.09999999999999432,0.0,133333.3333333333,38.0,0,2.3,550.0,150.0,3.6,5.5,568.6053719008264,329,186
Rosyjski2,2,7,15.0,135.76,20.0,0.09999999999999432,73.0,325000.0,20.0,0,3.57,440.0,160.0,13.6,15.7,508.2479740680713,1143,776
X01,2,7,10.0,39.76,9.0,0.09999999999999432,2.0,155333.3333333333,20.0,105,3.74,600.0,225.0,6.3,7.2,581.1454918032788,526,336
X02,2,7,20.0,76.75999999999999,18.0,8.700000000000003,12.0,141666.66666666666,40.0,109,3.33,610.0,170.0,4.8,6.1,545.9431818181819,512,266
X06,2,7,50.0,137.76,20.0,0.09999999999999432,50.0,316666.6666666666,30.0,0,3.29,539.0,169.0,16.5,16.9,546.1698113207547,1085,894
X07,2,7,20.0,76.75999999999999,18.0,8.700000000000003,12.0,141666.66666666666,40.0,109,3.33,610.0,170.0,4.8,6.1,545.9431818181819,512,266
X08,2,7,13.0,34.76,9.0,0.09999999999999432,8.0,134666.66666666666,30.0,0,2.03,535.0,165.0,5.7,6.7,545.9431818181819,503,317
X09,2,7,13.0,34.76,9.0,0.09999999999999432,8.0,134666.66666666666,30.0,0,2.03,535.0,165.0,5.7,6.7,545.9431818181819,503,317
X10,2,7,51.0,137.76,20.0,0.09999999999999432,45.0,316666.6666666666,20.0,24,3.59,509.0,170.0,0.0,0.0,563.0,1289,959
X11,2,7,43.0,133.76,25.0,0.09999999999999432,33.0,346666.6666666666,20.0,26,3.61,480.0,180.0,0.0,12.3,441.0,1117,793
X12,2,7,35.0,133.76,25.0,0.09999999999999432,33.0,357333.3333333333,20.0,0,2.66,452.0,180.0,13.5,13.5,492.748865355522,1213,900
X13,2,7,45.0,137.76,25.0,0.09999999999999432,33.0,416666.6666666666,20.0,0,2.64,475.0,170.0,0.0,13.1,520.125,1092,802
X14,2,7,40.0,107.96,20.0,0.09999999999999432,28.0,230000.0,20.0,3,2.98,465.0,165.0,11.2,18.3,549.7535934291581,1278,620
X15,2,7,16.0,35.96,16.0,0.09999999999999432,12.0,170000.0,40.0,8,3.36,599.0,180.0,8.7,10.3,591.3002309468823,713,446
X16,2,7,49.0,128.76,25.0,0.20000000000000284,50.0,333333.3333333333,20.0,0,2.36,425.0,180.0,0.0,0.0,550.375,1398,732
X17,2,7,40.0,124.75999999999999,20.0,0.09999999999999432,60.0,346666.6666666666,20.0,0,2.64,473.0,170.0,12.9,0.0,468.39236641221373,1135,871
X18,2,7,24.0,69.75999999999999,20.0,0.09999999999999432,33.0,266666.6666666666,20.0,83,3.58,480.0,165.0,13.3,12.2,495.5264750378215,973,902
X19,2,7,15.0,90.75999999999999,9.0,0.29999999999999716,27.0,233333.3333333333,45.0,7,3.62,644.0,175.0,0.0,0.0,620.5,604,524
X20,2,7,32.0,44.16,18.0,0.09999999999999432,43.0,233333.3333333333,20.0,0,3.58,485.0,165.0,12.3,15.2,521.0376068376069,1058,734
X31,2,7,20.0,76.75999999999999,18.0,8.700000000000003,12.0,141666.66666666666,40.0,109,3.33,610.0,170.0,4.8,6.1,545.9431818181819,512,266
X32,2,7,10.0,39.76,9.0,0.09999999999999432,2.0,155333.3333333333,20.0,105,3.74,600.0,225.0,6.3,7.2,581.1454918032788,526,336
Crazy,2,8,11.0,44.056000000000004,10.0,0.20000000000000284,0.0,131666.66666666666,25.0,60,2.03,550.0,165.0,0.0,0.0,494.42857142857144,369,301
MBC,2,8,55.0,92.85600000000001,15.0,0.09999999999999432,3.0,288333.3333333333,20.0,0,3.52,455.0,157.0,9.1,12.1,488.90267983074745,907,724
Mioduszewski,2,8,13.0,23.656,15.0,0.0,8.0,150000.0,22.0,62,3.56,589.0,172.0,0.0,8.2,584.75,467,416
Radw,2,8,12.0,33.936,9.0,0.09999999999999432,0.0,133333.3333333333,21.0,0,3.29,549.0,167.0,5.5,6.5,570.5489833641404,369,329
Rosyjski2,2,8,29.0,151.456,20.0,0.09999999999999432,67.0,325000.0,20.0,0,3.56,466.0,180.0,15.7,14.9,476.5245664739885,1016,1143
X01,2,8,10.0,45.856,9.0,0.5999999999999943,3.0,158333.3333333333,20.0,96,3.7,595.0,225.0,7.2,9.1,583.6518375241778,518,430
X02,2,8,20.0,101.05600000000001,25.0,8.700000000000003,13.0,145000.0,40.0,111,3.3,600.0,180.0,6.1,7.1,550.2324786324787,485,401
X06,2,8,55.0,172.656,20.0,0.09999999999999432,50.0,316666.6666666666,30.0,3,3.25,489.0,175.0,16.9,18.9,522.5576592082616,1218,1082
X07,2,8,20.0,101.05600000000001,25.0,8.700000000000003,13.0,145000.0,40.0,111,3.3,600.0,180.0,6.1,7.1,550.2324786324787,485,401
X08,2,8,15.0,45.856,9.0,0.09999999999999432,9.0,136666.66666666666,25.0,63,2.03,520.0,165.0,6.7,8.7,550.2324786324787,563,440
X09,2,8,15.0,45.856,9.0,0.09999999999999432,9.0,136666.66666666666,25.0,63,2.03,520.0,165.0,6.7,8.7,550.2324786324787,563,440
X10,2,8,55.0,172.656,25.0,0.09999999999999432,42.0,316666.6666666666,25.0,58,3.54,522.0,170.0,0.0,0.0,549.625,1154,1231
X11,2,8,40.0,160.256,25.0,0.09999999999999432,33.0,366666.6666666666,15.0,0,3.56,468.0,180.0,12.3,0.0,469.8577181208054,997,1117
X12,2,8,39.0,160.256,25.0,0.09999999999999432,33.0,368333.3333333333,15.0,126,3.61,495.0,180.0,13.5,11.4,489.702664796634,958,1087
X13,2,8,40.0,152.656,25.0,0.29999999999999716,33.0,416666.6666666666,20.0,30,3.59,455.0,170.0,13.1,0.0,489.702664796634,1157,1062
X14,2,8,40.0,134.77599999999998,25.0,0.09999999999999432,25.0,270000.0,20.0,138,2.94,490.0,170.0,18.3,18.8,545.5009633911368,1153,1140
X15,2,8,14.0,44.576,16.0,0.20000000000000284,14.0,181666.66666666666,45.0,109,3.28,599.0,165.0,10.3,10.5,583.7200854700856,615,604
X16,2,8,36.0,147.256,25.0,0.09999999999999432,50.0,333333.3333333333,15.0,78,3.31,468.0,180.0,0.0,0.0,522.375,1160,1320
X17,2,8,15.0,139.856,20.0,0.09999999999999432,57.0,366666.6666666666,20.0,0,3.59,430.0,170.0,0.0,0.0,455.625,1136,1135
X18,2,8,26.0,66.85600000000001,20.0,0.09999999999999432,28.0,266666.6666666666,20.0,0,3.53,460.0,165.0,12.2,11.5,474.2255319148936,955,973
X19,2,8,14.0,101.456,9.0,0.20000000000000284,21.0,233333.3333333333,45.0,167,3.58,644.0,181.0,0.0,0.0,601.625,488,437
X20,2,8,28.0,41.496,18.0,0.09999999999999432,32.0,233333.3333333333,20.0,3,3.53,485.0,165.0,15.2,14.5,526.6569105691057,1005,1055
X31,2,8,20.0,101.05600000000001,25.0,8.700000000000003,13.0,145000.0,40.0,111,3.3,600.0,180.0,6.1,7.1,550.2324786324787,485,401
X32,2,8,10.0,45.856,9.0,0.5999999999999943,3.0,158333.3333333333,20.0,96,3.7,595.0,225.0,7.2,9.1,583.6518375241778,518,430
Crazy,2,9,15.0,51.4336,10.0,0.09999999999999432,0.0,131666.66666666666,10.0,37,1.78,560.0,165.0,0.0,0.0,484.42857142857144,351,332
MBC,2,9,55.0,120.7136,15.0,0.5,2.0,333333.3333333333,20.0,0,4.41,455.0,150.0,12.1,13.0,491.4246031746032,1027,907
Mioduszewski,2,9,13.0,29.1936,17.0,0.0,8.0,153333.3333333333,24.0,0,3.55,586.0,188.0,8.2,0.0,585.1006944444445,518,467
X01,2,9,12.0,57.5136,9.0,2.200000000000003,3.0,161666.66666666666,20.0,0,3.66,590.0,230.0,9.1,9.5,585.1006944444445,589,518
X02,2,9,20.0,115.6336,25.0,8.5,10.0,153333.3333333333,40.0,25,3.18,520.0,150.0,7.1,0.0,523.3049535603716,728,460
X06,2,9,60.0,193.5936,25.0,0.0,50.0,323333.3333333333,30.0,0,3.19,485.0,170.0,18.9,18.5,503.3907875185735,1343,1218
X07,2,9,20.0,115.6336,25.0,8.5,10.0,153333.3333333333,40.0,25,3.18,520.0,150.0,7.1,0.0,523.3049535603716,728,460
X08,2,9,12.0,53.5136,9.0,0.09999999999999432,8.0,136666.66666666666,25.0,0,2.06,530.0,180.0,8.7,7.5,523.3049535603716,545,563
X09,2,9,12.0,53.5136,9.0,0.09999999999999432,8.0,136666.66666666666,25.0,0,2.06,530.0,180.0,8.7,7.5,523.3049535603716,545,563
X10,2,9,55.0,193.5936,25.0,0.0,27.0,316666.6666666666,25.0,0,4.42,513.0,160.0,0.0,0.0,550.0,1317,1154
X11,2,9,42.0,149.15359999999998,25.0,0.09999999999999432,33.0,386666.6666666666,15.0,0,4.46,490.0,180.0,0.0,0.0,404.75,1012,997
X12,2,9,36.0,149.15359999999998,25.0,0.0,33.0,387666.6666666666,15.0,0,4.51,505.0,180.0,11.4,0.0,478.82842509603074,1023,958
X13,2,9,24.0,151.5936,25.0,0.09999999999999432,20.0,416666.6666666666,20.0,98,4.49,480.0,170.0,0.0,0.0,482.5,1092,1059
X14,2,9,30.0,150.8656,25.0,0.0,25.0,313333.3333333333,20.0,0,2.89,490.0,170.0,18.8,18.2,543.5042301184433,1247,1153
X15,2,9,14.0,51.745599999999996,16.0,0.7000000000000028,17.0,195000.0,50.0,0,3.23,599.0,165.0,10.5,9.7,573.3454545454546,708,615
X16,2,9,50.0,136.3536,25.0,0.09999999999999432,50.0,333333.3333333333,15.0,132,4.21,476.0,180.0,0.0,0.0,494.375,1207,1028
X17,2,9,25.0,148.9136,20.0,0.0,35.0,366666.6666666666,20.0,0,4.5,500.0,170.0,0.0,0.0,463.0,1025,1136
X18,2,9,25.0,55.1136,20.0,0.0,20.0,266666.6666666666,20.0,0,4.43,460.0,165.0,11.5,11.0,464.70451612903224,1006,955
X19,2,9,8.0,104.87360000000001,9.0,0.0,8.0,233333.3333333333,45.0,0,4.48,644.0,177.0,0.0,0.0,597.25,558,488
X20,2,9,28.0,34.8976,18.0,0.0,24.0,233333.3333333333,20.0,51,4.43,480.0,165.0,14.5,15.1,510.07218045112785,1103,954
X31,2,9,20.0,115.6336,25.0,8.5,10.0,153333.3333333333,40.0,25,3.18,520.0,150.0,7.1,0.0,523.3049535603716,728,460
X32,2,9,12.0,57.5136,9.0,2.200000000000003,3.0,161666.66666666666,20.0,0,3.66,590.0,230.0,9.1,9.5,585.1006944444445,589,518
Historia,3,0,10.0,0.0,21.0,0.0,30.0,66666.66666666666,18.0,0,2.6,546.0,172.0,0.0,0.0,546.0,421,0
Historia,3,1,17.0,50.0,20.0,0.09999999999999432,50.0,166666.66666666666,15.0,0,2.6,500.0,172.0,0.0,0.0,500.0,647,421
Historia,3,2,20.0,70.0,21.0,0.09999999999999432,45.0,166666.66666666666,18.0,0,2.3,486.0,175.0,0.0,0.0,486.0,640,647
Historia,3,3,20.0,72.0,21.0,0.09999999999999432,42.0,166666.66666666666,18.0,0,2.3,486.0,175.0,0.0,0.0,486.0,711,640
Historia,3,4,16.0,73.19999999999999,21.0,0.09999999999999432,37.0,166666.66666666666,15.0,0,2.3,491.0,175.0,0.0,0.0,491.0,704,711
5cars,3,5,25.0,71.91999999999999,21.0,0.09999999999999432,33.0,173333.3333333333,17.0,0,2.3,489.0,175.0,0.0,11.7,491.42857142857144,863,704
AMS,3,5,22.0,71.91999999999999,21.0,0.09999999999999432,35.0,170000.0,18.0,0,2.0,490.0,172.0,0.0,10.1,487.3333333333333,846,704
ANA,3,5,16.0,71.91999999999999,21.0,0.09999999999999432,33.0,166666.66666666666,15.0,0,2.3,491.0,175.0,0.0,0.0,485.14285714285717,802,704
BandTInc,3,5,20.0,71.91999999999999,20.0,0.09999999999999432,38.0,193333.3333333333,22.0,0,4.2,485.0,175.0,0.0,0.0,502.0,944,704
Batmaja,3,5,21.0,71.91999999999999,21.0,0.09999999999999432,20.0,171333.3333333333,15.0,0,4.18,491.0,165.0,0.0,12.4,492.0,879,704
Bekarty,3,5,16.0,71.91999999999999,20.0,0.09999999999999432,38.0,166666.66666666666,15.0,0,2.31,480.0,177.0,0.0,12.1,487.0,814,704
CheckRaise,3,5,20.0,71.91999999999999,21.0,0.09999999999999432,33.0,193333.3333333333,15.0,0,4.21,526.0,180.0,0.0,11.2,500.6666666666667,824,704
DrugiRusekZ1,3,5,43.0,71.91999999999999,21.0,0.09999999999999432,23.0,204666.66666666666,18.0,0,2.3,466.0,175.0,0.0,14.0,492.2857142857143,1043,704
DrugiRusekZ2,3,5,16.0,71.91999999999999,21.0,0.09999999999999432,33.0,166666.66666666666,15.0,0,2.34,494.0,193.0,0.0,10.2,496.2857142857143,790,704
DrugiRusekZ3,3,5,20.0,71.91999999999999,21.0,0.09999999999999432,33.0,166666.66666666666,18.0,0,2.3,497.0,175.0,0.0,0.0,514.25,819,704
DrugiRusekZ4,3,5,16.0,71.91999999999999,21.0,0.09999999999999432,33.0,166666.66666666666,16.0,0,2.3,487.0,176.0,0.0,11.5,477.57142857142856,843,704
DrugiRusekZ5,3,5,20.0,71.91999999999999,22.0,0.09999999999999432,43.0,166666.66666666666,17.0,0,4.24,500.0,175.0,0.0,9.0,497.3333333333333,858,704
DrugiRusekZ6,3,5,17.0,71.91999999999999,21.0,0.09999999999999432,13.0,166666.66666666666,15.0,0,2.3,491.0,175.0,0.0,10.8,495.42857142857144,821,704
FullJoin,3,5,15.0,71.91999999999999,22.0,0.09999999999999432,38.0,200000.0,15.0,0,4.2,491.0,175.0,0.0,11.5,469.5,859,704
HEATTEAM,3,5,25.0,71.91999999999999,5.0,13.0,33.0,173333.3333333333,15.0,0,2.28,532.0,165.0,0.0,0.0,492.0,596,704
Mezzafive,3,5,10.0,71.91999999999999,21.0,0.09999999999999432,21.0,186666.66666666666,21.0,0,4.21,501.0,181.0,0.0,0.0,504.5,853,704
MinisterstwoStrategii,3,5,16.0,71.91999999999999,21.0,0.09999999999999432,33.0,166666.66666666666,15.0,0,2.3,491.0,175.0,0.0,0.0,484.7142857142857,782,704
SGGW,3,5,17.0,71.91999999999999,21.0,0.09999999999999432,28.0,166666.66666666666,15.0,0,2.31,491.0,178.0,0.0,10.5,485.14285714285717,806,704
SystemyGB,3,5,21.0,71.91999999999999,21.0,0.09999999999999432,33.0,176666.66666666666,15.0,0,4.2,514.0,175.0,0.0,11.7,495.1666666666667,779,704
Triada,3,5,32.0,71.91999999999999,21.0,0.09999999999999432,33.0,166666.66666666666,15.0,0,3.92,491.0,180.0,0.0,0.0,487.0,922,704
UniversalSolutions,3,5,20.0,71.91999999999999,21.0,0.0,33.0,166666.66666666666,16.0,0,2.31,491.0,179.0,0.0,0.0,500.6666666666667,823,704
VinciSquad,3,5,16.0,71.91999999999999,21.0,0.09999999999999432,33.0,166666.66666666666,15.0,0,2.3,491.0,175.0,0.0,0.0,501.1666666666667,810,704
5cars,3,6,25.0,113.152,17.0,0.09999999999999432,23.0,183333.3333333333,17.0,0,2.32,487.0,185.0,11.7,0.0,509.76081081081077,769,863
AMS,3,6,25.0,72.152,21.0,0.09999999999999432,37.0,175666.66666666666,20.0,150,3.91,491.0,172.0,10.1,14.1,525.9254571026723,822,696
ANA,3,6,15.0,71.152,20.0,5.200000000000003,28.0,213333.3333333333,25.0,0,4.18,568.0,165.0,0.0,9.4,496.57142857142856,604,802
BandTInc,3,6,20.0,83.152,20.0,0.09999999999999432,42.0,233333.3333333333,22.0,147,4.1,490.0,175.0,0.0,0.0,503.6666666666667,826,797
Batmaja,3,6,21.0,81.152,17.0,0.09999999999999432,15.0,201000.0,15.0,34,4.07,491.0,158.0,12.4,12.6,503.46760563380275,747,845
Bekarty,3,6,19.0,63.152,20.0,0.09999999999999432,42.0,166666.66666666666,15.0,0,4.21,490.0,177.0,12.1,12.6,490.76083916083917,738,814
CheckRaise,3,6,16.0,113.152,21.0,0.09999999999999432,33.0,253333.3333333333,21.0,94,4.11,516.0,180.0,11.2,13.1,505.0258620689656,751,730
DrugiRusekZ1,3,6,43.0,86.152,21.0,0.09999999999999432,12.0,261666.66666666666,18.0,0,2.3,529.0,175.0,14.0,11.6,512.27665317139,758,1043
DrugiRusekZ2,3,6,16.0,73.152,21.0,0.09999999999999432,13.0,186666.66666666666,15.0,10,4.21,515.0,177.0,10.2,10.5,502.3064516129032,718,780
DrugiRusekZ3,3,6,18.0,73.152,21.0,0.09999999999999432,38.0,166666.66666666666,19.0,0,2.3,480.0,175.0,0.0,0.0,510.625,769,819
DrugiRusekZ4,3,6,18.0,71.152,21.0,0.09999999999999432,33.0,166666.66666666666,17.0,0,2.3,487.0,176.0,11.5,11.9,477.00412654745526,767,843
DrugiRusekZ5,3,6,23.0,88.152,22.0,0.09999999999999432,45.0,168000.0,17.0,275,4.14,500.0,175.0,9.0,0.0,500.8237822349569,760,583
DrugiRusekZ6,3,6,17.0,71.152,21.0,0.09999999999999432,20.0,166666.66666666666,15.0,0,2.3,501.0,175.0,10.8,0.0,491.76248313090423,687,821
FullJoin,3,6,14.0,93.152,22.0,0.09999999999999432,37.0,250000.0,20.0,41,4.09,478.0,170.0,11.5,0.0,470.47606019151857,792,818
HEATTEAM,3,6,30.0,75.152,11.0,0.09999999999999432,33.0,190000.0,25.0,0,4.18,532.0,165.0,0.0,8.9,505.3333333333333,598,596
Mezzafive,3,6,11.0,58.152,21.0,0.09999999999999432,15.0,216666.66666666666,21.0,132,4.11,506.0,180.0,0.0,0.0,510.3333333333333,727,721
MinisterstwoStrategii,3,6,15.0,71.152,20.0,5.200000000000003,38.0,213333.3333333333,25.0,0,4.18,568.0,165.0,0.0,7.9,502.14285714285717,582,782
SGGW,3,6,19.0,67.152,20.0,0.09999999999999432,17.0,166666.66666666666,12.0,0,2.32,491.0,182.0,10.5,0.0,496.2939597315436,706,806
SystemyGB,3,6,18.0,83.152,22.0,0.09999999999999432,28.0,191666.66666666666,15.0,0,4.1,514.0,172.0,11.7,10.5,504.6372549019607,612,779
Triada,3,6,32.0,99.152,21.0,0.09999999999999432,33.0,166666.66666666666,15.0,221,3.58,491.0,180.0,0.0,0.0,491.0,763,701
UniversalSolutions,3,6,20.0,71.152,21.0,0.0,36.0,170000.0,15.0,109,4.21,515.0,179.0,0.0,0.0,505.6666666666667,700,714
VinciSquad,3,6,15.0,71.152,20.0,5.200000000000003,38.0,213333.3333333333,25.0,0,4.2,568.0,175.0,0.0,9.2,544.1666666666666,613,810
5cars,3,7,20.0,112.8912,20.0,0.09999999999999432,17.0,183333.3333333333,19.0,0,4.22,484.0,185.0,0.0,0.0,509.57142857142856,917,769
AMS,3,7,26.0,71.2912,21.0,0.09999999999999432,38.0,177333.3333333333,21.0,0,3.81,491.0,172.0,14.1,15.6,519.2531645569621,916,822
ANA,3,7,30.0,117.6912,26.0,2.4000000000000057,25.0,290000.0,20.0,4,4.08,538.0,165.0,9.4,12.0,550.941734417344,772,600
BandTInc,3,7,20.0,85.8912,20.0,0.09999999999999432,42.0,233333.3333333333,18.0,0,4.0,500.0,175.0,0.0,13.1,502.8333333333333,872,826
Batmaja,3,7,31.0,97.6912,17.0,0.20000000000000284,18.0,235000.0,15.0,0,4.01,471.0,180.0,12.6,12.7,484.1742738589212,913,747
Bekarty,3,7,28.0,57.8912,20.0,0.09999999999999432,42.0,166666.66666666666,15.0,0,4.11,500.0,177.0,12.6,12.4,492.1141678129298,829,738
CheckRaise,3,7,18.0,143.8912,21.0,0.09999999999999432,33.0,283333.3333333333,21.0,0,4.01,509.0,180.0,13.1,13.4,487.6213183730716,889,751
