Team,History,Cycle,DirAdv,CorpAdv,Support,FailedVisits,Training,ManagBudget,WebDev,BacklogOrders,RandD,Price,AssemblyTime,MarketShares_p,MarketShares_c,MeanPrice,NumOrders,NumSales_p
X29,0,7,14.0,29.759999999999998,10.0,0.0,14.0,136666.66666666666,45.0,0,3.31,589.0,173.0,0.0,0.0,607.125,440,315
X30,0,7,20.0,45.76,28.0,0.09999999999999432,43.0,215000.0,21.0,0,3.58,477.0,165.0,13.1,13.2,528.8738019169328,693,559
BMC,0,8,15.0,111.25600000000001,15.0,0.7000000000000028,3.0,200000.0,20.0,0,3.53,475.0,165.0,16.3,20.2,551.7327586206895,689,596
Batmaja,0,8,10.0,141.49599999999998,20.0,0.09999999999999432,37.0,353333.3333333333,20.0,357,3.22,509.0,158.0,5.2,4.8,500.3027777777778,470,286
Mioduszewski,0,8,10.0,27.855999999999998,20.0,0.0,17.0,141666.66666666666,20.0,0,3.34,608.0,185.0,9.7,12.1,618.4721549636804,391,354
Najda,0,8,10.0,67.85600000000001,17.0,0.5999999999999943,2.0,268333.3333333333,27.0,68,2.37,604.0,185.0,11.6,7.5,560.5566750629722,447,383
Perspec,0,8,19.0,132.856,20.0,4.700000000000003,5.0,166666.66666666666,38.0,34,3.26,570.0,180.0,12.6,13.5,549.8577235772358,482,487
Radw,0,8,5.0,23.055999999999997,9.0,0.4000000000000057,0.0,133333.3333333333,10.0,0,1.75,490.0,150.0,10.9,0.0,513.0167014613779,346,445
X21,0,8,16.0,123.216,25.0,0.20000000000000284,18.0,240000.0,22.0,4,3.53,501.0,166.0,0.0,0.0,509.5,580,559
X22,0,8,20.0,112.25600000000001,25.0,0.20000000000000284,20.0,240000.0,22.0,0,3.54,485.0,170.0,11.1,0.0,526.9770444763271,661,593
X23,0,8,16.0,126.096,22.0,0.09999999999999432,25.0,240000.0,15.0,0,3.54,533.0,171.0,0.0,0.0,543.625,528,548
X24,0,8,16.0,126.096,22.0,0.09999999999999432,25.0,240000.0,15.0,0,3.55,533.0,173.0,0.0,0.0,534.625,512,537
X25,0,8,8.0,53.856,9.0,0.09999999999999432,1.0,225000.0,25.0,101,3.3,540.0,172.0,0.0,0.0,587.5,535,444
X26,0,8,21.0,31.055999999999997,12.0,0.09999999999999432,15.0,153333.3333333333,40.0,6,3.28,605.0,175.0,9.9,9.9,590.4971319311663,469,485
X27,0,8,25.0,52.256,20.0,0.09999999999999432,37.0,300000.0,20.0,69,3.53,552.0,165.0,10.2,13.4,563.679674796748,710,578
X28,0,8,10.0,35.25599999999999,10.0,0.09999999999999432,10.0,176000.0,20.0,42,3.59,560.0,168.0,0.0,0.0,557.625,404,375
X29,0,8,16.0,32.856,13.0,0.0,17.0,143000.0,60.0,71,3.26,595.0,175.0,0.0,0.0,589.375,381,369
X30,0,8,15.0,45.455999999999996,28.0,0.09999999999999432,32.0,235000.0,21.0,0,3.53,463.0,165.0,13.2,13.9,535.5116618075803,659,693
BMC,0,9,15.0,121.7536,15.0,1.5999999999999943,3.0,200000.0,20.0,0,3.48,490.0,165.0,20.2,0.0,532.9708737864078,706,689
Batmaja,0,9,10.0,119.8976,20.0,0.0,37.0,353333.3333333333,5.0,220,3.17,509.0,158.0,4.8,0.0,489.4908136482939,412,250
Mioduszewski,0,9,10.0,26.7136,20.0,0.0,17.0,143666.66666666666,20.0,0,3.32,605.0,200.0,12.1,11.8,602.9597315436242,426,391
Najda,0,9,0.0,62.7136,5.0,0.0,1.0,268333.3333333333,15.0,246,4.27,0.0,185.0,7.5,0.0,490.22911051212935,0,201
Radw,0,9,5.0,18.833599999999997,9.0,0.4000000000000057,0.0,133333.3333333333,10.0,0,2.75,485.0,150.0,0.0,0.0,519.0,387,346
X21,0,9,22.0,113.92960000000001,25.0,0.0,11.0,250000.0,26.0,19,4.43,551.0,166.0,0.0,0.0,519.5,563,561
X22,0,9,29.0,107.3536,25.0,0.0,17.0,250000.0,25.0,0,4.44,472.0,170.0,0.0,0.0,513.5,780,661
X23,0,9,15.0,109.6576,20.0,0.0,15.0,250000.0,15.0,0,4.45,546.0,173.0,0.0,0.0,544.75,593,528
X24,0,9,15.0,107.6576,20.0,0.0,15.0,250000.0,15.0,18,4.45,563.0,173.0,0.0,0.0,471.0,506,494
X25,0,9,15.0,47.3136,30.0,0.09999999999999432,0.0,225000.0,20.0,0,2.95,540.0,172.0,0.0,13.2,585.0,622,535
X26,0,9,25.0,39.6336,12.0,0.4000000000000057,17.0,158333.3333333333,40.0,0,3.23,605.0,175.0,9.9,10.8,592.7898193760262,531,469
X27,0,9,24.0,46.35359999999999,20.0,0.0,28.0,300000.0,20.0,0,4.43,552.0,165.0,13.4,13.9,566.1954545454545,805,710
X28,0,9,10.0,34.1536,10.0,0.09999999999999432,10.0,180000.0,20.0,0,3.54,515.0,168.0,0.0,0.0,513.1428571428571,478,404
X29,0,9,15.0,34.7136,13.0,0.0,17.0,147000.0,65.0,0,3.25,595.0,195.0,0.0,0.0,585.75,420,381
X30,0,9,14.0,40.273599999999995,28.0,0.0,24.0,235000.0,21.0,0,3.48,463.0,165.0,13.9,13.2,517.9294781382227,702,659
Historia,1,0,0.0,0.0,0.0,100.0,1.0,26666.666666666664,0.0,0,1.76,0.0,155.0,0.0,0.0,,0,0
Historia,1,1,0.0,0.0,0.0,100.0,3.0,73333.33333333333,0.0,0,1.53,0.0,165.0,0.0,0.0,,0,0
Historia,1,2,0.0,0.0,0.0,100.0,1.0,90000.0,0.0,0,1.58,0.0,165.0,0.0,0.0,,0,0
Historia,1,3,0.0,0.0,9.0,0.09999999999999432,0.0,103333.33333333333,15.0,0,1.63,0.0,165.0,0.0,0.0,,0,0
Historia,1,4,5.0,10.0,9.0,0.09999999999999432,0.0,111666.66666666666,15.0,0,2.63,590.0,165.0,0.0,0.0,590.0,167,0
Banana,1,5,5.0,16.0,9.0,0.09999999999999432,3.0,120000.0,10.0,17,2.63,590.0,165.0,0.0,3.3,571.25,258,150
Batmaja,1,5,10.0,16.0,9.0,0.09999999999999432,2.0,120000.0,20.0,17,2.63,585.0,165.0,0.0,7.7,598.625,344,150
Batmaja,1,5,28.0,16.0,20.0,0.09999999999999432,23.0,203333.3333333333,25.0,17,2.62,529.0,159.0,0.0,14.4,584.5714285714286,694,150
EnactusUEP,1,5,5.0,16.0,10.0,0.0,1.0,120000.0,20.0,17,2.63,600.0,165.0,0.0,4.3,597.5,276,150
MBC,1,5,5.0,16.0,9.0,0.09999999999999432,2.0,120000.0,20.0,17,2.63,585.0,165.0,0.0,0.0,591.875,312,150
Mezzafive,1,5,15.0,16.0,9.0,0.09999999999999432,0.0,123333.33333333333,20.0,17,2.63,600.0,165.0,0.0,5.0,598.625,343,150
Mezzafive,1,5,7.0,16.0,12.0,0.29999999999999716,2.0,136666.66666666666,15.0,17,2.63,601.0,166.0,0.0,0.0,590.0,303,150
Najda,1,5,13.0,16.0,20.0,0.09999999999999432,45.0,150000.0,19.0,17,2.63,540.0,165.0,0.0,0.0,580.25,502,150
Rosyjski1,1,5,28.0,16.0,20.0,0.09999999999999432,25.0,183333.3333333333,25.0,17,2.63,529.0,165.0,0.0,14.2,583.375,701,150
SGGW,1,5,9.0,16.0,14.0,0.09999999999999432,2.0,116666.66666666666,25.0,17,2.65,590.0,175.0,0.0,4.2,590.0,321,150
UniversalSolutions,1,5,20.0,16.0,13.0,0.09999999999999432,2.0,126666.66666666666,30.0,17,2.63,585.0,165.0,0.0,6.1,588.0,414,150
UniversalSolutions,1,5,10.0,16.0,9.0,0.0,3.0,118000.0,15.0,17,2.64,590.0,170.0,0.0,0.0,596.2857142857143,311,150
Wilki,1,5,6.0,16.0,9.0,0.09999999999999432,1.0,116666.66666666666,15.0,17,2.64,599.0,170.0,0.0,0.0,587.25,262,150
X03,1,5,15.0,16.0,17.0,0.0,25.0,150000.0,15.0,17,2.63,559.0,166.0,0.0,0.0,580.25,478,150
X04,1,5,15.0,16.0,17.0,0.0,25.0,150000.0,15.0,17,2.63,595.0,165.0,0.0,0.0,590.0,404,150
X05,1,5,15.0,16.0,17.0,0.0,25.0,150000.0,15.0,17,2.63,590.0,166.0,0.0,0.0,573.6,251,150
Zwolińsk,1,5,6.0,16.0,11.0,0.09999999999999432,0.0,116666.66666666666,17.0,17,2.33,520.0,165.0,0.0,4.1,584.25,376,150
Banana,1,6,6.0,19.6,5.0,0.20000000000000284,5.0,125000.0,10.0,108,2.64,650.0,165.0,3.3,4.1,588.2243243243244,248,150
Batmaja,1,6,5.0,29.6,10.0,0.09999999999999432,3.0,128333.33333333333,25.0,8,2.66,644.0,180.0,7.7,6.4,618.77950310559,350,336
Batmaja,1,6,20.0,108.6,20.0,0.09999999999999432,39.0,333333.3333333333,25.0,11,2.63,452.0,163.0,14.4,19.1,539.9077306733167,1192,683
EnactusUEP,1,6,15.0,19.6,10.0,0.09999999999999432,1.0,128333.33333333333,25.0,83,2.64,620.0,170.0,4.3,2.0,605.059523809524,395,193
MBC,1,6,5.0,24.6,9.0,0.09999999999999432,4.0,128333.33333333333,25.0,0,2.69,585.0,194.0,0.0,0.0,605.625,432,312
Mezzafive,1,6,13.0,29.6,11.0,0.0,0.0,146666.66666666666,20.0,124,2.63,610.0,165.0,5.0,4.2,618.77950310559,428,219
Mezzafive,1,6,7.0,25.6,12.0,0.7999999999999972,4.0,166666.66666666666,17.0,123,2.63,603.0,166.0,0.0,0.0,589.0,380,180
Najda,1,6,16.0,47.6,20.0,0.09999999999999432,65.0,213333.3333333333,35.0,0,2.65,547.0,175.0,0.0,0.0,564.0,641,502
Rosyjski1,1,6,20.0,108.6,20.0,0.09999999999999432,42.0,283333.3333333333,25.0,1,2.63,443.0,165.0,14.2,16.8,531.3397590361445,1270,700
SGGW,1,6,10.0,24.6,14.0,0.09999999999999432,3.0,116666.66666666666,28.0,131,2.65,590.0,175.0,4.2,0.0,586.0377358490566,422,190
UniversalSolutions,1,6,20.0,34.6,15.0,0.0,3.0,145000.0,30.0,156,2.66,615.0,175.0,6.1,7.9,594.0466926070039,400,258
UniversalSolutions,1,6,11.0,24.6,12.0,0.0,5.0,122000.0,15.0,41,2.64,600.0,170.0,0.0,0.0,599.4285714285714,403,270
Wilki,1,6,8.0,19.6,9.0,0.29999999999999716,1.0,116666.66666666666,16.0,98,2.65,599.0,175.0,0.0,0.0,522.75,372,164
X03,1,6,17.0,54.6,20.0,0.09999999999999432,37.0,213333.3333333333,25.0,48,2.61,498.0,155.0,0.0,11.2,564.0,783,430
X04,1,6,25.0,54.6,20.0,0.09999999999999432,37.0,213333.3333333333,25.0,0,2.61,498.0,155.0,0.0,0.0,534.25,774,404
X05,1,6,22.0,54.6,20.0,0.09999999999999432,47.0,213333.3333333333,25.0,0,2.68,480.0,190.0,0.0,0.0,531.0,697,251
Zwolińsk,1,6,6.0,19.6,11.0,0.09999999999999432,0.0,116666.66666666666,17.0,197,2.33,520.0,165.0,4.1,3.5,585.4386503067484,502,179
Banana,1,7,8.0,21.759999999999998,6.0,0.09999999999999432,6.0,128333.33333333333,12.0,34,3.34,650.0,195.0,4.1,4.9,598.5971223021583,290,214
Batmaja,1,7,5.0,37.76,11.0,0.09999999999999432,3.0,136666.66666666666,25.0,43,3.26,590.0,156.0,6.4,10.1,607.9,468,307
Batmaja,1,7,35.0,164.16,20.0,0.20000000000000284,38.0,333333.3333333333,25.0,94,3.57,499.0,157.0,19.1,18.7,560.3666026871402,1106,1098
EnactusUEP,1,7,15.0,21.759999999999998,8.0,0.09999999999999432,0.0,136666.66666666666,25.0,291,2.42,620.0,170.0,2.0,2.7,598.2945736434108,380,104
MBC,1,7,5.0,34.76,9.0,0.09999999999999432,6.0,136666.66666666666,30.0,0,2.39,590.0,192.0,0.0,0.0,610.625,471,432
Mezzafive,1,7,7.0,31.36,12.0,0.09999999999999432,6.0,166666.66666666666,17.0,93,3.28,609.0,166.0,0.0,0.0,593.4285714285714,395,287
Najda,1,7,14.0,88.56,25.0,0.20000000000000284,48.0,240000.0,30.0,9,3.57,530.0,161.0,0.0,0.0,559.0,703,632
Rosyjski1,1,7,35.0,164.16,20.0,0.09999999999999432,42.0,283333.3333333333,25.0,298,3.58,496.0,165.0,16.8,15.9,539.5542406311638,1169,972
SGGW,1,7,10.0,30.759999999999998,14.0,0.09999999999999432,3.0,116666.66666666666,28.0,101,2.65,590.0,175.0,0.0,0.0,589.0,422,321
UniversalSolutions,1,7,15.0,45.76,15.0,0.0,9.0,150000.0,25.0,64,3.32,655.0,180.0,7.9,4.3,612.8767123287671,468,336
Wilki,1,7,8.0,22.759999999999998,9.0,0.5999999999999943,1.0,116666.66666666666,11.0,105,3.3,599.0,176.0,0.0,0.0,587.125,379,267
X03,1,7,27.0,77.75999999999999,22.0,0.09999999999999432,38.0,233333.3333333333,25.0,15,3.57,498.0,160.0,11.2,0.0,530.7737341772151,853,768
X04,1,7,27.0,77.75999999999999,22.0,0.09999999999999432,38.0,233333.3333333333,25.0,0,3.57,480.0,160.0,0.0,0.0,532.375,845,774
X05,1,7,26.0,77.75999999999999,22.0,0.09999999999999432,47.0,240000.0,25.0,0,3.61,480.0,181.0,0.0,0.0,494.8,793,697
Zwolińsk,1,7,6.0,21.759999999999998,11.0,0.09999999999999432,0.0,116666.66666666666,17.0,331,2.03,520.0,165.0,3.5,3.7,583.0568181818181,444,171
Banana,1,8,13.0,26.055999999999997,8.0,0.20000000000000284,7.0,133333.3333333333,12.0,56,3.27,650.0,180.0,4.9,0.0,614.8510638297872,368,234
Batmaja,1,8,29.0,158.49599999999998,20.0,0.09999999999999432,37.0,333333.3333333333,25.0,0,3.53,550.0,165.0,18.7,14.6,539.2365079365078,987,1106
EnactusUEP,1,8,28.0,33.056,21.0,0.09999999999999432,20.0,155000.0,30.0,249,2.3,491.0,175.0,2.7,10.7,375.5323275862068,884,131
MBC,1,8,20.0,45.856,12.0,0.09999999999999432,5.0,145000.0,35.0,0,3.32,600.0,175.0,0.0,0.0,605.0,661,471
Mezzafive,1,8,7.0,34.816,15.0,0.09999999999999432,25.0,166666.66666666666,30.0,0,3.23,609.0,166.0,0.0,0.0,594.4285714285714,486,395
Najda,1,8,24.0,91.13600000000001,25.0,0.09999999999999432,27.0,250000.0,25.0,24,3.56,515.0,179.0,0.0,0.0,544.0,858,679
Rosyjski1,1,8,29.0,158.49599999999998,20.0,0.09999999999999432,42.0,283333.3333333333,25.0,301,3.53,550.0,165.0,15.9,14.7,556.0398613518197,1088,868
SGGW,1,8,10.0,34.455999999999996,14.0,0.09999999999999432,3.0,116666.66666666666,28.0,101,2.65,590.0,175.0,0.0,0.0,589.0,422,321
Wilki,1,8,10.0,26.656,12.0,0.4000000000000057,1.0,116666.66666666666,15.0,42,2.96,595.0,180.0,0.0,0.0,584.125,460,337
X03,1,8,27.0,91.656,25.0,0.09999999999999432,42.0,236666.66666666666,25.0,40,3.54,495.0,170.0,0.0,0.0,544.0,987,813
X04,1,8,27.0,91.656,25.0,0.09999999999999432,42.0,233333.3333333333,25.0,56,3.54,485.0,170.0,0.0,0.0,513.875,962,789
X05,1,8,27.0,91.656,25.0,0.09999999999999432,43.0,250000.0,25.0,61,3.51,485.0,153.0,0.0,0.0,490.0,971,732
Zwolińsk,1,8,6.0,23.055999999999997,11.0,0.20000000000000284,0.0,116666.66666666666,17.0,274,2.03,520.0,165.0,3.7,3.6,582.5847255369929,515,170
Banana,1,9,15.0,28.633599999999998,10.0,0.4000000000000057,9.0,133333.3333333333,12.0,0,3.24,650.0,190.0,0.0,0.0,602.5,388,368
Batmaja,1,9,47.0,135.0976,20.0,0.09999999999999432,37.0,333333.3333333333,16.0,0,4.44,550.0,170.0,14.6,15.1,535.2011661807582,1022,987
EnactusUEP,1,9,20.0,54.8336,21.0,0.09999999999999432,33.0,175000.0,30.0,200,2.3,491.0,175.0,10.7,12.5,503.46857142857147,777,684
MBC,1,9,20.0,57.5136,12.0,0.20000000000000284,3.0,150000.0,35.0,66,3.01,610.0,200.0,0.0,12.3,606.25,604,595
Mezzafive,1,9,17.0,36.8896,20.0,0.09999999999999432,37.0,166666.66666666666,30.0,0,4.13,609.0,165.0,0.0,0.0,591.1428571428571,533,486
Rosyjski1,1,9,30.0,135.0976,20.0,0.0,30.0,283333.3333333333,25.0,136,4.43,591.0,165.0,14.7,14.7,565.0866141732283,973,952
SGGW,1,9,12.0,36.6736,15.0,0.09999999999999432,4.0,120000.0,25.0,101,3.3,605.0,175.0,0.0,0.0,593.4285714285714,406,321
Wilki,1,9,15.0,32.9936,13.0,1.4000000000000057,0.0,116666.66666666666,18.0,10,2.66,595.0,180.0,0.0,0.0,583.0,502,450
X03,1,9,27.0,99.9936,25.0,0.0,37.0,245000.0,25.0,77,4.42,495.0,160.0,0.0,0.0,534.125,1009,910
X04,1,9,27.0,99.9936,25.0,0.0,37.0,233333.3333333333,25.0,5,4.44,487.0,171.0,0.0,0.0,516.875,1001,957
X05,1,9,27.0,99.9936,25.0,0.0,37.0,250000.0,20.0,22,4.44,486.0,167.0,0.0,0.0,451.2,973,949
Historia,2,0,0.0,0.0,0.0,100.0,1.0,33333.33333333333,0.0,0,1.76,0.0,155.0,0.0,0.0,,0,0
Historia,2,1,0.0,0.0,0.0,100.0,3.0,90000.0,0.0,0,1.53,0.0,165.0,0.0,0.0,,0,0
Historia,2,2,0.0,0.0,0.0,100.0,1.0,106666.66666666666,0.0,0,1.58,0.0,165.0,0.0,0.0,,0,0
Historia,2,3,0.0,0.0,9.0,0.09999999999999432,0.0,120000.0,15.0,0,1.63,0.0,165.0,0.0,0.0,,0,0
Historia,2,4,5.0,10.0,9.0,0.09999999999999432,0.0,128333.33333333333,15.0,0,2.63,585.0,165.0,0.0,0.0,585.0,143,0
BMC,2,5,10.0,16.0,12.0,0.09999999999999432,2.0,146666.66666666666,30.0,0,2.63,485.0,163.0,0.0,8.7,574.2,585,143
Crazy,2,5,7.0,16.0,10.0,0.09999999999999432,0.0,134000.0,20.0,0,2.33,583.0,165.0,0.0,0.0,558.0,289,143
MBC,2,5,15.0,16.0,10.0,0.09999999999999432,3.0,160000.0,20.0,0,2.64,585.0,171.0,0.0,6.7,560.125,409,143
Mioduszewski,2,5,20.0,16.0,13.0,0.09999999999999432,2.0,136666.66666666666,30.0,0,2.63,585.0,165.0,0.0,6.1,588.0,414,143
Mioduszewski,2,5,10.0,16.0,15.0,0.0,3.0,136666.66666666666,20.0,0,2.66,585.0,180.0,0.0,4.2,579.875,316,143
Najda,2,5,24.0,16.0,20.0,0.09999999999999432,60.0,176666.66666666666,15.0,0,2.63,510.0,165.0,0.0,11.9,564.2857142857143,637,143
Perspec,2,5,6.0,16.0,11.0,0.20000000000000284,0.0,137333.3333333333,20.0,0,2.33,570.0,165.0,0.0,4.3,568.0,324,143
Radw,2,5,7.0,16.0,9.0,0.09999999999999432,0.0,133333.3333333333,21.0,0,2.66,590.0,180.0,0.0,5.4,579.125,300,143
