Team,History,Cycle,DirAdv,CorpAdv,Commission,AgentsDistr,Training,ManagBudget,BacklogOrders,RandD,Price,AssemblyTime,MarketShares_p,MarketShares_c,MeanPrice,NumOrders,NumSales_p
X28,0,5,13.0,23.704,9.0,3,6.0,127333.33333333333,9,2.63,530.0,165.0,0.0,6.1,494.875,716,625
X29,0,5,10.0,23.704,7.0,3,8.0,123333.33333333333,9,2.65,505.0,175.0,0.0,0.0,499.0,700,625
X30,0,5,20.0,23.704,13.0,3,60.0,150666.66666666666,9,2.63,560.0,165.0,0.0,7.0,506.625,772,625
BMC,0,6,30.0,29.2224,7.0,6,3.0,180000.0,105,2.63,510.0,165.0,7.3,11.4,421.93902439024396,731,727
Banana,0,6,5.0,24.2224,7.0,3,4.0,136666.66666666666,164,2.63,500.0,165.0,5.4,6.4,503.9425587467362,444,620
Batmaja,0,6,27.0,113.2224,11.0,8,37.0,353333.3333333333,0,2.62,590.0,158.0,6.1,6.7,532.1417004048584,512,665
MBC,0,6,10.0,24.2224,7.0,3,1.0,116666.66666666666,233,2.63,525.0,165.0,5.2,5.8,497.68999999999994,402,573
Mioduszewski,0,6,10.0,29.2224,8.0,4,8.0,131666.66666666666,277,2.65,520.0,170.0,5.1,9.0,499.1205211726384,520,500
Najda,0,6,8.0,26.2224,7.0,5,2.0,187333.3333333333,54,2.35,495.0,175.0,6.5,8.9,498.05642633228837,590,650
Perspec,0,6,25.0,44.2224,7.0,5,7.0,143333.3333333333,95,2.66,480.0,180.0,6.5,10.3,485.58485639686694,629,633
Radw,0,6,5.0,24.2224,7.0,3,0.0,116666.66666666666,47,2.3,490.0,150.0,6.3,6.5,503.0886850152906,437,630
X21,0,6,15.0,41.2224,13.0,7,40.0,200000.0,35,2.63,491.0,166.0,0.0,0.0,489.5,679,666
X22,0,6,16.0,39.2224,13.0,7,35.0,200000.0,29,2.64,500.0,170.0,0.0,10.4,530.75,720,690
X23,0,6,15.0,40.2224,13.0,7,37.0,200000.0,0,2.64,520.0,169.0,0.0,0.0,438.75,666,675
X24,0,6,15.0,40.2224,13.0,7,37.0,200000.0,21,2.65,515.0,174.0,0.0,0.0,507.375,626,675
X25,0,6,8.0,29.2224,7.0,4,0.0,216666.66666666666,103,2.65,490.0,172.0,5.6,7.7,501.9976076555024,667,633
X26,0,6,9.0,24.2224,7.0,3,6.0,133333.3333333333,44,2.64,500.0,170.0,5.7,6.5,505.8794326241135,574,650
X27,0,6,38.0,54.2224,12.0,6,70.0,246666.66666666666,163,2.63,510.0,165.0,5.7,10.8,511.68627450980387,1035,630
X28,0,6,17.0,34.2224,9.0,4,10.0,153333.3333333333,16,2.64,510.0,168.0,6.1,7.1,508.32894736842104,555,700
X29,0,6,12.0,29.2224,7.0,4,11.0,133333.3333333333,50,2.66,505.0,175.0,0.0,0.0,502.25,538,650
X30,0,6,29.0,42.2224,13.0,6,70.0,201666.66666666666,7,2.63,457.0,165.0,7.0,11.5,487.8247863247862,929,765
BMC,0,7,30.0,32.53344,7.0,6,3.0,200000.0,0,3.58,510.0,165.0,11.4,11.4,504.4527220630373,833,785
Banana,0,7,10.0,24.53344,7.0,3,5.0,166666.66666666666,0,3.36,530.0,190.0,6.4,6.0,512.0974576271187,531,528
Batmaja,0,7,18.0,166.93344,11.0,8,37.0,353333.3333333333,0,3.27,475.0,158.0,6.7,6.2,487.5234113712375,885,512
MBC,0,7,5.0,24.53344,7.0,4,2.0,116666.66666666666,0,3.32,500.0,180.0,5.8,6.2,499.6651685393258,545,466
Mioduszewski,0,7,12.0,32.53344,8.0,5,13.0,141666.66666666666,0,2.38,505.0,185.0,9.0,9.1,494.51612903225805,689,637
Najda,0,7,13.0,45.73344,8.0,6,3.0,268333.3333333333,0,2.36,499.0,180.0,8.9,10.3,500.7562814070352,753,617
Perspec,0,7,20.0,81.53344,7.0,5,6.0,161666.66666666666,0,3.3,480.0,175.0,10.3,11.0,548.4608294930875,791,658
Radw,0,7,5.0,24.53344,7.0,3,0.0,123333.33333333333,0,2.0,490.0,150.0,6.5,6.3,495.01396648044687,469,457
X21,0,7,16.0,60.73344,13.0,7,28.0,213333.3333333333,44,3.58,517.0,166.0,0.0,0.0,503.875,733,635
X22,0,7,20.0,63.53344,13.0,7,25.0,213333.3333333333,0,3.59,530.0,170.0,10.4,8.9,524.7546125461254,754,723
X23,0,7,15.0,64.13344000000001,13.0,7,28.0,213333.3333333333,46,3.59,576.0,168.0,0.0,0.0,474.5,669,620
X24,0,7,14.0,64.13344000000001,13.0,7,28.0,213333.3333333333,0,3.59,555.0,168.0,0.0,0.0,515.75,632,637
X25,0,7,8.0,42.53344,7.0,4,2.0,220000.0,0,2.35,490.0,172.0,7.7,0.0,498.5378323108384,709,721
X26,0,7,18.0,24.53344,8.0,4,10.0,140000.0,0,3.33,500.0,175.0,6.5,8.4,514.7948164146868,827,598
X27,0,7,33.0,62.53344,12.0,6,45.0,280000.0,91,3.58,600.0,165.0,10.8,10.4,474.64948453608247,930,944
X28,0,7,17.0,46.53344,9.0,6,10.0,170333.3333333333,0,2.64,510.0,168.0,7.1,0.0,498.6377952755906,699,564
X29,0,7,14.0,32.53344,7.0,5,14.0,136666.66666666666,0,3.31,494.0,173.0,0.0,0.0,497.25,698,565
X30,0,7,25.0,53.333439999999996,13.0,6,43.0,215000.0,3,3.58,472.0,165.0,11.5,12.0,485.3796610169491,1026,926
BMC,0,8,30.0,34.520064,7.0,6,3.0,200000.0,0,3.53,490.0,165.0,11.4,12.3,460.6219839142092,817,833
Batmaja,0,8,17.0,143.16006399999998,11.0,8,37.0,353333.3333333333,366,3.22,494.0,158.0,6.2,6.2,489.77659574468083,627,519
Mioduszewski,0,8,10.0,29.520063999999998,8.0,7,17.0,141666.66666666666,4,3.34,495.0,185.0,9.1,12.2,514.260162601626,756,685
Najda,0,8,12.0,57.44006400000001,8.0,7,2.0,268333.3333333333,0,2.37,504.0,185.0,10.3,9.5,454.1946472019465,769,753
Perspec,0,8,19.0,98.920064,7.0,5,5.0,166666.66666666666,14,3.26,480.0,180.0,11.0,10.6,476.23095823095815,638,777
Radw,0,8,5.0,24.720063999999997,8.0,4,0.0,133333.3333333333,0,1.75,475.0,150.0,6.3,0.0,484.52247191011236,473,469
X21,0,8,18.0,74.44006399999999,13.0,7,18.0,240000.0,45,3.53,490.0,166.0,0.0,0.0,485.875,708,688
X22,0,8,19.0,68.120064,13.0,7,20.0,240000.0,0,3.54,483.0,170.0,8.9,0.0,516.7058823529412,781,758
X23,0,8,14.0,68.480064,13.0,7,25.0,240000.0,53,3.54,527.0,171.0,0.0,0.0,466.875,617,616
X24,0,8,14.0,68.480064,13.0,7,25.0,240000.0,24,3.55,517.0,173.0,0.0,0.0,508.625,624,608
X25,0,8,8.0,50.520064000000005,7.0,5,1.0,225000.0,0,3.3,490.0,172.0,0.0,0.0,501.875,710,709
X26,0,8,21.0,32.720064,8.0,5,15.0,153333.3333333333,0,3.28,500.0,175.0,8.4,9.1,514.0145228215767,770,827
X27,0,8,37.0,57.520064000000005,12.0,6,37.0,300000.0,0,3.53,519.0,165.0,10.4,14.2,525.1345755693582,1176,974
X28,0,8,17.0,47.920064,9.0,6,10.0,176000.0,81,3.59,521.0,168.0,0.0,0.0,501.875,655,618
X29,0,8,15.0,34.520064,9.0,5,17.0,143000.0,79,3.26,499.0,175.0,0.0,0.0,498.625,615,619
X30,0,8,18.0,52.000064,13.0,6,32.0,235000.0,0,3.53,463.0,165.0,12.0,12.0,485.2508090614887,920,1028
BMC,0,9,30.0,35.7120384,6.0,6,3.0,200000.0,0,3.48,495.0,165.0,12.3,0.0,605.4952153110048,870,817
Batmaja,0,9,17.0,120.8960384,11.0,8,37.0,353333.3333333333,183,3.17,499.0,158.0,6.2,0.0,478.2151162790697,585,444
Mioduszewski,0,9,10.0,27.712038399999997,8.0,7,17.0,143666.66666666666,0,3.32,495.0,200.0,12.2,11.7,495.3646112600536,817,758
Najda,0,9,34.0,63.46403839999999,10.0,8,1.0,268333.3333333333,188,4.27,500.0,185.0,9.5,0.0,509.2557544757033,1089,581
Radw,0,9,10.0,19.8320384,8.0,4,0.0,133333.3333333333,0,2.75,475.0,150.0,0.0,0.0,474.0,569,473
X21,0,9,24.0,64.6640384,13.0,7,11.0,250000.0,0,4.43,539.0,166.0,0.0,0.0,496.5,654,715
X22,0,9,29.0,65.8720384,13.0,7,17.0,250000.0,0,4.44,476.0,170.0,0.0,0.0,499.375,882,781
X23,0,9,18.0,61.088038399999995,15.0,7,15.0,250000.0,0,4.45,543.0,173.0,0.0,0.0,482.5,747,651
X24,0,9,18.0,59.088038399999995,15.0,7,15.0,250000.0,0,4.45,543.0,173.0,0.0,0.0,440.875,687,636
X25,0,9,15.0,45.312038400000006,7.0,6,0.0,225000.0,0,2.95,490.0,172.0,0.0,9.7,497.375,833,710
X26,0,9,25.0,40.6320384,8.0,6,17.0,158333.3333333333,0,3.23,500.0,175.0,9.1,10.0,516.8301886792453,874,770
X27,0,9,35.0,49.512038399999994,12.0,6,28.0,300000.0,5,4.43,545.0,165.0,14.2,14.0,524.0322580645161,1187,1171
X28,0,9,17.0,45.7520384,9.0,6,10.0,180000.0,0,3.54,480.0,168.0,0.0,0.0,478.0,786,691
X29,0,9,14.0,35.7120384,9.0,5,17.0,147000.0,0,3.25,499.0,195.0,0.0,0.0,498.25,647,652
X30,0,9,18.0,45.2000384,13.0,6,24.0,235000.0,22,3.48,468.0,165.0,12.0,11.9,479.73520249221184,955,898
Historia,1,0,0.0,0.0,7.0,0,1.0,26666.666666666664,0,1.76,0.0,155.0,0.0,0.0,,0,0
Historia,1,1,5.0,15.0,7.0,2,3.0,73333.33333333333,0,1.53,450.0,165.0,0.0,0.0,450.0,363,0
Historia,1,2,5.0,19.0,7.0,3,1.0,90000.0,0,1.58,450.0,165.0,0.0,0.0,450.0,772,363
Historia,1,3,5.0,21.4,7.0,3,0.0,103333.33333333333,0,1.63,450.0,165.0,0.0,0.0,450.0,686,772
Historia,1,4,5.0,22.84,7.0,3,0.0,111666.66666666666,0,2.63,490.0,165.0,0.0,0.0,490.0,670,686
Banana,1,5,5.0,23.704,7.0,3,3.0,120000.0,45,2.63,490.0,165.0,0.0,4.8,497.25,630,625
Batmaja,1,5,10.0,23.704,7.0,3,2.0,120000.0,45,2.63,485.0,165.0,0.0,6.4,499.25,713,625
Batmaja,1,5,20.0,23.704,12.0,3,23.0,203333.3333333333,45,2.62,592.0,159.0,0.0,6.0,537.4285714285714,632,625
EnactusUEP,1,5,10.0,23.704,7.0,3,1.0,120000.0,45,2.63,500.0,165.0,0.0,4.7,500.0,670,625
MBC,1,5,5.0,23.704,7.0,3,2.0,120000.0,45,2.63,485.0,165.0,0.0,0.0,496.25,669,625
Mezzafive,1,5,10.0,23.704,7.0,3,0.0,123333.33333333333,45,2.63,500.0,165.0,0.0,5.1,499.25,666,625
Mezzafive,1,5,8.0,23.704,8.0,3,2.0,136666.66666666666,45,2.63,491.0,166.0,0.0,0.0,504.2857142857143,703,625
Najda,1,5,19.0,23.704,14.0,3,45.0,150000.0,45,2.63,540.0,165.0,0.0,0.0,538.5,766,625
Rosyjski1,1,5,20.0,23.704,12.0,3,25.0,183333.3333333333,45,2.63,590.0,165.0,0.0,5.6,511.0,657,625
SGGW,1,5,10.0,23.704,7.0,3,2.0,116666.66666666666,45,2.65,490.0,175.0,0.0,6.4,504.2857142857143,656,625
UniversalSolutions,1,5,15.0,23.704,9.0,3,2.0,126666.66666666666,45,2.63,495.0,165.0,0.0,7.1,493.0,815,625
UniversalSolutions,1,5,10.0,23.704,7.0,3,3.0,118000.0,45,2.64,490.0,170.0,0.0,0.0,521.0,680,625
Wilki,1,5,10.0,23.704,8.0,3,1.0,116666.66666666666,45,2.64,509.0,170.0,0.0,0.0,491.875,652,625
X03,1,5,19.0,23.704,13.0,3,25.0,150000.0,45,2.63,553.0,166.0,0.0,0.0,538.5,692,625
X04,1,5,17.0,23.704,13.0,3,25.0,150000.0,45,2.63,560.0,165.0,0.0,0.0,549.625,641,625
X05,1,5,17.0,23.704,13.0,3,25.0,150000.0,45,2.63,553.0,166.0,0.0,0.0,527.4,444,625
Zwolińsk,1,5,6.0,23.704,8.0,3,0.0,116666.66666666666,45,2.33,490.0,165.0,0.0,5.8,492.375,661,625
Banana,1,6,6.0,24.2224,7.0,4,5.0,125000.0,80,2.64,530.0,165.0,4.8,5.4,516.7494407158837,651,550
Batmaja,1,6,5.0,29.2224,7.0,4,3.0,128333.33333333333,0,2.66,534.0,180.0,6.4,4.9,509.5255813953488,675,735
Batmaja,1,6,30.0,113.2224,12.0,7,39.0,333333.3333333333,0,2.63,480.0,163.0,6.0,13.3,536.7657004830917,1566,633
EnactusUEP,1,6,10.0,24.2224,7.0,4,1.0,128333.33333333333,125,2.64,520.0,170.0,4.7,2.4,503.11320754716974,714,545
MBC,1,6,5.0,29.2224,7.0,4,4.0,128333.33333333333,0,2.69,485.0,194.0,0.0,0.0,516.25,834,691
Mezzafive,1,6,12.0,29.2224,7.0,4,0.0,146666.66666666666,85,2.63,510.0,165.0,5.1,4.5,509.5255813953488,803,581
Mezzafive,1,6,8.0,30.2224,8.0,4,4.0,166666.66666666666,109,2.63,525.0,166.0,0.0,0.0,503.57142857142856,686,594
Najda,1,6,25.0,39.2224,13.0,7,65.0,213333.3333333333,0,2.65,525.0,175.0,0.0,0.0,523.75,1040,780
Rosyjski1,1,6,30.0,113.2224,12.0,7,42.0,283333.3333333333,15,2.63,470.0,165.0,5.6,12.7,496.4351648351648,1696,642
SGGW,1,6,11.0,31.2224,7.0,3,3.0,116666.66666666666,0,2.65,490.0,175.0,6.4,0.0,501.7710843373494,712,678
UniversalSolutions,1,6,15.0,39.2224,9.0,4,3.0,145000.0,115,2.66,510.0,175.0,7.1,6.1,500.44728434504793,812,700
UniversalSolutions,1,6,11.0,29.2224,8.0,3,5.0,122000.0,0,2.64,500.0,170.0,0.0,0.0,528.1428571428571,740,702
Wilki,1,6,11.0,28.2224,8.0,4,1.0,116666.66666666666,0,2.65,509.0,175.0,0.0,0.0,493.75,849,670
X03,1,6,21.0,49.2224,13.0,7,37.0,213333.3333333333,0,2.61,490.0,155.0,0.0,9.4,523.75,1134,697
X04,1,6,25.0,49.2224,13.0,6,37.0,213333.3333333333,0,2.61,490.0,155.0,0.0,0.0,511.375,1054,653
X05,1,6,21.0,49.2224,13.0,6,47.0,213333.3333333333,0,2.68,485.0,190.0,0.0,0.0,488.0,915,457
Zwolińsk,1,6,6.0,24.2224,8.0,3,0.0,116666.66666666666,0,2.33,490.0,165.0,5.8,5.8,491.89090909090913,751,683
Banana,1,7,9.0,24.53344,7.0,4,6.0,128333.33333333333,3,3.34,545.0,195.0,5.4,5.8,526.2546296296296,561,648
Batmaja,1,7,5.0,37.53344,7.0,5,3.0,136666.66666666666,81,3.26,490.0,156.0,4.9,7.1,510.11031175059946,803,594
Batmaja,1,7,40.0,166.93344,12.0,7,38.0,333333.3333333333,89,3.57,523.0,157.0,13.3,13.8,543.2557651991615,1296,1477
EnactusUEP,1,7,20.0,29.53344,6.0,4,0.0,136666.66666666666,423,2.42,520.0,170.0,2.4,3.5,498.9567307692307,631,291
MBC,1,7,5.0,37.53344,7.0,4,6.0,136666.66666666666,0,2.39,490.0,192.0,0.0,0.0,527.5,746,834
Mezzafive,1,7,8.0,34.13344,9.0,5,6.0,166666.66666666666,10,3.28,531.0,166.0,0.0,0.0,513.4285714285714,677,676
Najda,1,7,21.0,58.53344,14.0,7,48.0,240000.0,56,3.57,533.0,161.0,0.0,0.0,524.75,890,984
Rosyjski1,1,7,40.0,166.93344,12.0,7,42.0,283333.3333333333,206,3.58,520.0,165.0,12.7,12.3,504.1247443762781,1437,1490
SGGW,1,7,11.0,35.73344,7.0,3,3.0,116666.66666666666,149,2.65,490.0,175.0,0.0,0.0,503.57142857142856,712,563
UniversalSolutions,1,7,15.0,48.53344,9.0,5,9.0,150000.0,190,3.32,565.0,180.0,6.1,5.3,514.5412844036697,758,622
Wilki,1,7,12.0,31.933439999999997,8.0,4,1.0,116666.66666666666,293,3.3,509.0,176.0,0.0,0.0,495.125,764,556
X03,1,7,25.0,64.53344,13.0,7,38.0,233333.3333333333,53,3.57,495.0,160.0,9.4,0.0,512.387610619469,1050,1081
X04,1,7,25.0,64.53344,13.0,7,38.0,233333.3333333333,0,3.57,480.0,160.0,0.0,0.0,501.875,1013,1054
X05,1,7,25.0,64.53344,13.0,6,47.0,240000.0,0,3.61,480.0,181.0,0.0,0.0,478.6,952,915
Zwolińsk,1,7,6.0,24.53344,8.0,3,0.0,116666.66666666666,47,2.03,490.0,165.0,5.8,5.6,492.94145199063234,607,704
Banana,1,8,7.0,25.720063999999997,7.0,4,7.0,133333.3333333333,0,3.27,545.0,180.0,5.8,0.0,539.5930735930735,615,578
Batmaja,1,8,41.0,160.16006399999998,12.0,7,37.0,333333.3333333333,0,3.53,557.0,165.0,13.8,11.4,521.0386740331493,1134,1326
EnactusUEP,1,8,25.0,37.720064,13.0,5,20.0,155000.0,262,2.3,486.0,175.0,3.5,6.1,359.8646934460888,899,369
MBC,1,8,20.0,47.520064000000005,7.0,4,5.0,145000.0,0,3.32,500.0,175.0,0.0,0.0,528.75,961,746
Mezzafive,1,8,13.0,36.480064000000006,9.0,7,25.0,166666.66666666666,71,3.23,541.0,166.0,0.0,0.0,518.1428571428571,774,606
Najda,1,8,24.0,53.120064,13.0,7,27.0,250000.0,14,3.56,500.0,179.0,0.0,0.0,494.25,1041,876
Rosyjski1,1,8,41.0,160.16006399999998,12.0,7,42.0,283333.3333333333,196,3.53,557.0,165.0,12.3,12.9,513.325,1321,1241
SGGW,1,8,11.0,38.440064,7.0,3,3.0,116666.66666666666,149,2.65,490.0,175.0,0.0,0.0,503.57142857142856,712,563
Wilki,1,8,15.0,35.160064000000006,8.0,4,1.0,116666.66666666666,0,2.96,495.0,180.0,0.0,0.0,493.875,843,788
X03,1,8,25.0,73.72006400000001,13.0,7,42.0,236666.66666666666,0,3.54,485.0,170.0,0.0,0.0,494.25,1154,1076
X04,1,8,25.0,73.72006400000001,13.0,7,42.0,233333.3333333333,0,3.54,485.0,170.0,0.0,0.0,489.375,1086,1013
X05,1,8,27.0,73.72006400000001,13.0,6,43.0,250000.0,60,3.51,490.0,153.0,0.0,0.0,475.6,1064,892
Zwolińsk,1,8,6.0,24.720063999999997,8.0,3,0.0,116666.66666666666,0,2.03,490.0,165.0,5.6,5.6,493.9896907216495,652,630
Banana,1,9,10.0,24.432038399999996,7.0,4,9.0,133333.3333333333,36,3.24,550.0,190.0,0.0,0.0,522.25,540,579
Batmaja,1,9,55.0,136.0960384,12.0,7,37.0,333333.3333333333,0,4.44,557.0,170.0,11.4,12.2,519.5529010238909,1149,1134
EnactusUEP,1,9,20.0,47.6320384,13.0,5,33.0,175000.0,390,2.3,486.0,175.0,6.1,10.6,493.65938069216764,748,509
MBC,1,9,20.0,58.512038399999994,7.0,5,3.0,150000.0,169,3.01,520.0,200.0,0.0,8.3,531.25,858,792
Mezzafive,1,9,33.0,37.8880384,9.0,12,37.0,166666.66666666666,0,4.13,541.0,165.0,0.0,0.0,517.4285714285714,935,819
Rosyjski1,1,9,34.0,136.0960384,12.0,7,30.0,283333.3333333333,0,4.43,592.0,165.0,12.9,11.1,523.7664884135472,1137,1422
SGGW,1,9,13.0,40.0640384,7.0,3,4.0,120000.0,149,3.3,505.0,175.0,0.0,0.0,513.4285714285714,561,563
Wilki,1,9,17.0,41.0960384,8.0,6,0.0,116666.66666666666,34,2.66,499.0,180.0,0.0,0.0,492.25,859,809
X03,1,9,25.0,79.2320384,13.0,7,37.0,245000.0,50,4.42,485.0,160.0,0.0,0.0,506.0,1139,1104
X04,1,9,25.0,79.2320384,13.0,7,37.0,233333.3333333333,0,4.44,487.0,171.0,0.0,0.0,497.0,1109,1086
X05,1,9,27.0,79.2320384,13.0,6,37.0,250000.0,17,4.44,491.0,167.0,0.0,0.0,478.4,1104,1047
Historia,2,0,0.0,0.0,6.0,0,1.0,33333.33333333333,0,1.76,0.0,155.0,0.0,0.0,,0,0
Historia,2,1,10.0,15.0,7.0,2,3.0,90000.0,0,1.53,450.0,165.0,0.0,0.0,450.0,375,0
Historia,2,2,10.0,24.0,7.0,3,1.0,106666.66666666666,0,1.58,450.0,165.0,0.0,0.0,450.0,713,375
Historia,2,3,10.0,29.4,8.0,3,0.0,120000.0,0,1.63,450.0,165.0,0.0,0.0,450.0,846,713
Historia,2,4,10.0,32.64,8.0,3,0.0,128333.33333333333,0,2.63,490.0,165.0,0.0,0.0,490.0,668,846
BMC,2,5,15.0,34.584,8.0,3,2.0,146666.66666666666,0,2.63,480.0,163.0,0.0,6.9,526.2,824,668
Crazy,2,5,6.0,34.584,8.0,3,0.0,134000.0,0,2.33,485.0,165.0,0.0,0.0,507.7142857142857,640,668
MBC,2,5,15.0,34.584,9.0,3,3.0,160000.0,0,2.64,525.0,171.0,0.0,5.7,510.875,665,668
Mioduszewski,2,5,15.0,34.584,9.0,3,2.0,136666.66666666666,0,2.63,495.0,165.0,0.0,7.1,493.0,815,668
Mioduszewski,2,5,10.0,34.584,8.0,3,3.0,136666.66666666666,0,2.66,495.0,180.0,0.0,6.0,488.625,697,668
Najda,2,5,24.0,34.584,13.0,3,60.0,176666.66666666666,0,2.63,540.0,165.0,0.0,6.5,501.42857142857144,794,668
Perspec,2,5,11.0,34.584,8.0,3,0.0,137333.3333333333,0,2.33,500.0,165.0,0.0,6.7,493.2,684,668
Radw,2,5,10.0,34.584,9.0,3,0.0,133333.3333333333,0,2.66,500.0,180.0,0.0,5.9,498.375,702,668
Rosyjski2,2,5,16.0,34.584,15.0,3,60.0,190000.0,0,2.64,510.0,169.0,0.0,8.8,526.6666666666666,888,668
X01,2,5,10.0,34.584,9.0,3,1.0,140000.0,0,2.75,470.0,230.0,0.0,6.3,488.625,838,668
X02,2,5,10.0,34.584,8.0,3,3.0,133333.3333333333,0,2.64,490.0,170.0,0.0,5.8,493.75,695,668
X06,2,5,22.0,34.584,11.0,3,10.0,173333.3333333333,0,2.63,509.0,165.0,0.0,7.5,490.42857142857144,850,668
X07,2,5,10.0,34.584,8.0,3,3.0,133333.3333333333,0,2.64,490.0,170.0,0.0,5.8,493.75,695,668
X08,2,5,12.0,34.584,8.0,3,3.0,133333.3333333333,0,2.34,485.0,170.0,0.0,5.9,493.75,702,668
X09,2,5,12.0,34.584,8.0,3,3.0,133333.3333333333,0,2.34,485.0,170.0,0.0,5.9,493.75,702,668
X10,2,5,25.0,34.584,13.0,3,30.0,206666.66666666666,0,2.63,510.0,165.0,0.0,0.0,506.25,973,668
X11,2,5,28.0,34.584,13.0,3,30.0,200000.0,0,2.66,536.0,180.0,0.0,0.0,539.875,761,668
X12,2,5,28.0,34.584,13.0,3,30.0,200000.0,0,2.66,539.0,180.0,0.0,6.7,574.625,857,668
X13,2,5,30.0,34.584,13.0,3,25.0,200000.0,0,2.63,540.0,166.0,0.0,7.1,574.625,852,668
X14,2,5,11.0,34.584,8.0,3,0.0,133333.3333333333,0,2.33,490.0,165.0,0.0,5.8,493.75,703,668
X15,2,5,12.0,34.584,8.0,3,4.0,140000.0,0,2.64,499.0,170.0,0.0,0.0,492.5,719,668
X16,2,5,35.0,34.584,12.0,3,30.0,200000.0,0,2.66,535.0,180.0,0.0,0.0,504.25,813,668
X17,2,5,25.0,34.584,14.0,3,30.0,213333.3333333333,0,2.63,515.0,165.0,0.0,0.0,516.125,913,668
X18,2,5,50.0,34.584,12.0,3,20.0,186666.66666666666,0,2.63,525.0,165.0,0.0,6.7,522.625,864,668
X19,2,5,21.0,34.584,9.0,3,10.0,173333.3333333333,0,2.66,495.0,180.0,0.0,0.0,500.625,878,668
X20,2,5,26.0,34.584,13.0,3,60.0,160000.0,0,2.63,520.0,165.0,0.0,7.2,500.5,888,668
X31,2,5,10.0,34.584,8.0,3,3.0,133333.3333333333,0,2.64,490.0,170.0,0.0,5.8,493.75,695,668
X32,2,5,10.0,34.584,9.0,3,1.0,140000.0,0,2.75,470.0,230.0,0.0,6.3,488.625,838,668
BMC,2,6,40.0,60.7504,8.0,5,3.0,166666.66666666666,142,2.63,480.0,165.0,6.9,10.2,522.0029239766081,890,682
Crazy,2,6,7.0,40.7504,8.0,4,0.0,135000.0,0,2.33,500.0,165.0,0.0,0.0,494.0,527,640
MBC,2,6,25.0,85.7504,9.0,5,4.0,220000.0,0,2.63,525.0,164.0,5.7,6.0,499.2042105263158,665,665
Mioduszewski,2,6,15.0,45.7504,9.0,4,3.0,145000.0,115,2.66,510.0,175.0,7.1,6.1,500.44728434504793,812,700
Mioduszewski,2,6,12.0,35.7504,8.0,5,7.0,145000.0,0,2.65,495.0,172.0,6.0,6.3,492.5879732739421,799,697
Najda,2,6,30.0,64.7504,13.0,7,80.0,258333.3333333333,62,2.65,494.0,172.0,6.5,10.5,489.76614699331844,1087,732
