Team,History,Cycle,DirAdv,CorpAdv,Commission,AgentsDistr,Training,ManagBudget,BacklogOrders,RandD,Price,AssemblyTime,MarketShares_p,MarketShares_c,MeanPrice,NumOrders,NumSales_p
EnactusUEP,1,8,28.0,37.720064,13.0,5,20.0,155000.0,145,1.7,767.0,350.0,5.0,7.6,569.9612141652614,416,236
MBC,1,8,20.0,47.520064000000005,7.0,4,5.0,145000.0,0,2.55,710.0,335.0,0.0,0.0,731.25,478,385
Mezzafive,1,8,18.0,36.480064000000006,9.0,7,25.0,166666.66666666666,11,2.78,811.0,326.0,0.0,0.0,790.0,453,447
Najda,1,8,14.0,53.120064,13.0,7,27.0,250000.0,0,2.79,800.0,333.0,0.0,0.0,798.75,454,368
Rosyjski1,1,8,26.0,160.16006399999998,12.0,7,42.0,283333.3333333333,77,2.78,875.0,325.0,9.9,11.4,756.0242326332794,499,460
SGGW,1,8,11.0,38.440064,7.0,3,3.0,116666.66666666666,52,1.79,700.0,335.0,0.0,0.0,752.7142857142857,409,357
Wilki,1,8,20.0,35.160064000000006,8.0,4,1.0,116666.66666666666,0,2.19,745.0,333.0,0.0,0.0,711.5,418,411
X03,1,8,15.0,73.72006400000001,13.0,7,42.0,236666.66666666666,0,2.79,799.0,340.0,0.0,0.0,798.75,469,433
X04,1,8,15.0,73.72006400000001,13.0,7,42.0,233333.3333333333,0,2.79,785.0,340.0,0.0,0.0,752.875,428,392
X05,1,8,15.0,73.72006400000001,13.0,6,43.0,250000.0,4,2.76,820.0,305.0,0.0,0.0,770.2,400,388
Zwolińsk,1,8,10.0,24.720063999999997,8.0,3,0.0,116666.66666666666,0,1.58,700.0,325.0,7.5,7.6,701.9169381107491,394,381
Banana,1,9,9.0,24.432038399999996,7.0,4,9.0,133333.3333333333,0,3.48,765.0,375.0,0.0,0.0,772.5,362,364
Batmaja,1,9,35.0,136.0960384,12.0,7,37.0,333333.3333333333,0,3.73,875.0,325.0,10.4,11.1,818.4648985959439,469,462
EnactusUEP,1,9,20.0,47.6320384,13.0,5,33.0,175000.0,130,1.75,767.0,350.0,7.6,11.1,773.9560975609756,359,286
MBC,1,9,20.0,58.512038399999994,7.0,5,3.0,150000.0,33,3.22,730.0,360.0,0.0,9.5,733.125,465,445
Mezzafive,1,9,38.0,37.8880384,9.0,12,37.0,166666.66666666666,0,3.73,811.0,325.0,0.0,0.0,794.2857142857143,508,469
Rosyjski1,1,9,25.0,136.0960384,12.0,7,30.0,283333.3333333333,0,3.73,923.0,325.0,11.4,9.9,766.7192982456139,457,548
SGGW,1,9,13.0,40.0640384,7.0,3,4.0,120000.0,52,2.49,770.0,335.0,0.0,0.0,779.7142857142857,284,357
Wilki,1,9,20.0,41.0960384,8.0,6,0.0,116666.66666666666,0,1.89,735.0,333.0,0.0,0.0,711.125,433,443
X03,1,9,15.0,79.2320384,13.0,7,37.0,245000.0,24,3.42,799.0,320.0,0.0,0.0,793.0,457,445
X04,1,9,15.0,79.2320384,13.0,7,37.0,233333.3333333333,0,3.74,787.0,335.0,0.0,0.0,763.75,438,428
X05,1,9,15.0,79.2320384,13.0,6,37.0,250000.0,1,3.73,822.0,330.0,0.0,0.0,764.4,428,399
Historia,2,0,0.0,0.0,6.0,0,1.0,33333.33333333333,0,1.75,0.0,300.0,0.0,0.0,,0,0
Historia,2,1,10.0,15.0,7.0,2,3.0,90000.0,0,1.53,680.0,325.0,0.0,0.0,680.0,210,0
Historia,2,2,10.0,24.0,7.0,3,1.0,106666.66666666666,0,1.58,680.0,325.0,0.0,0.0,680.0,380,210
Historia,2,3,10.0,29.4,8.0,3,0.0,120000.0,0,1.63,690.0,325.0,0.0,0.0,690.0,439,380
Historia,2,4,10.0,32.64,8.0,3,0.0,128333.33333333333,0,1.68,690.0,325.0,0.0,0.0,690.0,379,439
BMC,2,5,15.0,34.584,8.0,3,2.0,146666.66666666666,0,1.73,680.0,327.0,0.0,11.0,736.0,460,379
Crazy,2,5,10.0,34.584,8.0,3,0.0,134000.0,0,1.73,685.0,325.0,0.0,0.0,741.2857142857143,409,379
MBC,2,5,15.0,34.584,9.0,3,3.0,160000.0,0,1.73,735.0,331.0,0.0,7.4,746.625,410,379
Mioduszewski,2,5,15.0,34.584,9.0,3,2.0,136666.66666666666,0,1.73,695.0,325.0,0.0,9.4,693.0,467,379
Mioduszewski,2,5,15.0,34.584,8.0,3,3.0,136666.66666666666,0,1.75,690.0,350.0,0.0,7.3,683.0,423,379
Najda,2,5,15.0,34.584,13.0,3,60.0,176666.66666666666,0,1.73,860.0,325.0,0.0,6.6,737.8571428571429,312,379
Perspec,2,5,10.0,34.584,8.0,3,0.0,137333.3333333333,0,1.73,680.0,325.0,0.0,9.4,696.6,425,379
Radw,2,5,10.0,34.584,9.0,3,0.0,133333.3333333333,0,1.76,700.0,355.0,0.0,7.7,702.125,408,379
Rosyjski2,2,5,9.0,34.584,15.0,3,60.0,190000.0,0,1.74,890.0,340.0,0.0,6.9,842.5,291,379
X01,2,5,10.0,34.584,9.0,3,1.0,140000.0,0,1.82,680.0,420.0,0.0,8.2,683.0,438,379
X02,2,5,10.0,34.584,8.0,3,3.0,133333.3333333333,0,1.73,695.0,325.0,0.0,7.3,709.5,394,379
X06,2,5,15.0,34.584,11.0,3,10.0,173333.3333333333,0,1.73,849.0,330.0,0.0,6.2,712.4285714285714,294,379
X07,2,5,10.0,34.584,8.0,3,3.0,133333.3333333333,0,1.73,695.0,325.0,0.0,7.3,709.5,394,379
X08,2,5,12.0,34.584,8.0,3,3.0,133333.3333333333,0,1.73,675.0,330.0,0.0,7.9,709.5,427,379
X09,2,5,12.0,34.584,8.0,3,3.0,133333.3333333333,0,1.73,675.0,330.0,0.0,7.9,709.5,427,379
X10,2,5,15.0,34.584,13.0,3,30.0,206666.66666666666,0,1.73,825.0,325.0,0.0,0.0,761.875,378,379
X11,2,5,22.0,34.584,13.0,3,30.0,200000.0,0,1.76,829.0,360.0,0.0,0.0,862.5,378,379
X12,2,5,22.0,34.584,13.0,3,30.0,200000.0,0,1.76,849.0,360.0,0.0,7.0,869.125,377,379
X13,2,5,20.0,34.584,13.0,3,25.0,200000.0,0,1.73,900.0,326.0,0.0,5.7,869.125,297,379
X14,2,5,11.0,34.584,8.0,3,0.0,133333.3333333333,0,1.73,688.0,325.0,0.0,7.7,693.5,410,379
X15,2,5,7.0,34.584,8.0,3,4.0,140000.0,0,1.73,749.0,330.0,0.0,0.0,696.25,326,379
X16,2,5,20.0,34.584,12.0,3,30.0,200000.0,0,1.75,860.0,350.0,0.0,0.0,756.375,314,379
